band	corpus	top1	top2	margin	top1_kind	top1_path	question
in	methodology	0.7359767	0.71715826	0.0188	code	scripts/with-tillandsias-builder.sh	What Rust toolchain version is pinned for builds?
in	methodology	0.70710486	0.70544755	0.0017	code	scripts/local-ci.sh	What clippy or rustfmt lint configuration do we enforce beyond -D warnings?
near	methodology	0.68842924	0.6712604	0.0172	code	scripts/gate-stamp.sh	Is cargo-audit or cargo-deny run as part of any gate?
near	methodology	0.7038652	0.7008331	0.0030	spec	openspec/specs/spec-trace-coverage-threshold/spec.md	What line-coverage percentage must the Rust unit tests reach?
in	methodology	0.74471736	0.6917252	0.0530	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does the linux-next to main PR need before it can merge?
in	methodology	0.655798	0.65262306	0.0032	methodology	methodology/bootstrap/router.yaml	Is there a CODEOWNERS file deciding who reviews methodology changes?
in	methodology	0.77110285	0.74313885	0.0280	cheatsheet	cheatsheets/build/build-strategy.md	What open-source license is Tillandsias itself released under?
in	methodology	0.7127614	0.7016991	0.0111	cheatsheet	cheatsheets/observability/cheatsheet-metrics.md	What are the w1 through w5 weights in the cheatsheet scoring function?
in	methodology	0.7393024	0.72400886	0.0153	cheatsheet	cheatsheets/runtime/forge-hot-cold-split.md	What is the byte limit for total cheatsheet size?
in	methodology	0.6998277	0.6439063	0.0559	code	crates/tillandsias-plan/src/answer.rs	What do the priority ranks p0 through p3 actually mean, and who assigns them?
in	methodology	0.71967876	0.66472507	0.0550	methodology	methodology/distributed-work.yaml	What exact characters are in the alphabet used for the 4-character order-token suffix?
in	methodology	0.6855652	0.6560825	0.0295	code	scripts/nix-toolbox.sh	Which four musl flake outputs have their crane deps closures pinned as GC roots?
in	methodology	0.71226484	0.70408016	0.0082	methodology	methodology/multi-host-development.yaml	What is the naming convention for a hotfix branch?
near	methodology	0.6958143	0.69489735	0.0009	spec	openspec/specs/observability-convergence/spec.md	How many days may a deprecated spec sit before it must be moved to obsolete?
in	methodology	0.6291608	0.61155736	0.0176	methodology	methodology/versioning.yaml	What time of day does the daily merge-to-main-and-release run?
in	methodology	0.7608996	0.74063754	0.0203	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	Which signing key or certificate is used to sign the release binaries?
in	methodology	0.67778903	0.667957	0.0098	cheatsheet	cheatsheets/runtime/macos-vz-guest-boot-baseline.md	Do the macOS release artifacts need Apple notarization, and how is that done?
in	methodology	0.78812665	0.7701732	0.0180	code	scripts/install-windows.ps1	What is the curl one-liner an end user runs to install Tillandsias?
in	methodology	0.712715	0.7053055	0.0074	cheatsheet	cheatsheets/runtime/low-end-cpu-inference-floor.md	Which embedding model do the on-demand RAG experts use?
in	methodology	0.70179087	0.67711926	0.0247	code	crates/tillandsias-plan/src/lib.rs	What chunk size and overlap do the expert corpora use when indexing?
in	methodology	0.61913204	0.6135624	0.0056	code	images/default/config-overlay/mcp/forge-plan.sh	Which vector store backs the expert index?
in	methodology	0.7689097	0.76746345	0.0014	spec	openspec/specs/mcp-on-demand/spec.md	How do I start the forge-plan MCP server by hand if it isn't running?
in	methodology	0.7253315	0.7132154	0.0121	cheatsheet	docs/cheatsheets/openspec-install.md	What files must an openspec/changes/<id>/ directory contain?
in	methodology	0.86431605	0.7998583	0.0645	cheatsheet	docs/cheatsheets/openspec-install.md	Which command archives an OpenSpec change once implementation is finished?
in	methodology	0.67151296	0.65048236	0.0210	cheatsheet	cheatsheets/runtime/container-image-tagging.md	What does ./build.sh --graphs actually produce?
in	methodology	0.7782607	0.7560001	0.0223	cheatsheet	docs/cheatsheets/litmus-stdlib-authoring.md	How do I register a new litmus test so scripts/run-litmus-test.sh picks it up?
in	methodology	0.7382265	0.7176402	0.0206	code	crates/tillandsias-control-wire/src/lib.rs	What are all the control-wire message variants?
in	methodology	0.63945717	0.6134071	0.0261	code	crates/tillandsias-vm-layer/src/lib.rs	What does the ExecOneShot control-wire operation do?
in	methodology	0.7977672	0.7653429	0.0324	spec	openspec/specs/reverse-proxy-internal/spec.md	How does the git-mirror service authenticate to GitHub?
in	methodology	0.75596386	0.73512167	0.0208	spec	openspec/specs/tillandsias-vault/spec.md	How is Vault unsealed when the stack comes up?
in	methodology	0.7055231	0.7047075	0.0008	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	What key algorithm do the per-lane SSH-CA certificates use?
in	methodology	0.6916234	0.68399554	0.0076	code	crates/tillandsias-plan/src/lib.rs	How many packets are currently open in the ledger?
in	methodology	0.6248376	0.5977254	0.0271	methodology	methodology/distributed-work.yaml	What is work order 759 about?
near	methodology	0.7035648	0.69967437	0.0039	methodology	methodology/multi-host-development.yaml	What is the current head commit of origin/osx-next?
in	methodology	0.7565923	0.73465514	0.0219	spec	openspec/specs/no-terminal-flicker/spec.md	What is the tray's startup emoji progression, step by step?
near	methodology	0.705121	0.6122503	0.0929	methodology	methodology/in-forge-delegation.yaml	How many delegates are allowed at ramp stage 1?
in	methodology	0.7509292	0.71760213	0.0333	methodology	methodology/in-forge-delegation.yaml	What telemetry thresholds must be green before the concurrency stage can be lifted?
near	methodology	0.6846984	0.6762206	0.0085	methodology	methodology/distributed-work.yaml	How long may a packet stay `blocked` before it must be escalated to the operator?
in	methodology	0.644431	0.62597567	0.0185	code	crates/tillandsias-vm-layer/src/vsock_exec.rs	Who emits the agent heartbeat, and at what interval?
in	methodology	0.8390204	0.718131	0.1209	methodology	methodology/distributed-work.yaml	What is the token budget for a full in-forge e2e cycle?
in	methodology	0.7092654	0.69710153	0.0122	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	How do I install the tillandsias-plan CLI on a fresh host?
in	methodology	0.6783888	0.67447764	0.0039	spec	openspec/specs/graceful-shutdown/spec.md	What does the output of `tillandsias-plan burndown` look like?
in	methodology	0.71539396	0.70066077	0.0147	methodology	methodology/multi-host-development.yaml	How do I resolve a Cargo.lock merge conflict between two platform branches?
in	methodology	0.74296826	0.72660387	0.0164	cheatsheet	cheatsheets/runtime/windows-installer-prereqs.md	What is the minimum Windows version supported for a Tillandsias host?
in	methodology	0.7971893	0.7848945	0.0123	spec	openspec/specs/macos-native-tray/spec.md	Which macOS version is required for the Virtualization.framework guest?
far	methodology	0.55895585	0.54813826	0.0108	cheatsheet	cheatsheets/build/nix-flake-basics.md	What is the flibber flobber?
far	methodology	0.5533263	0.55323124	0.0001	code	crates/tillandsias-core/src/genus.rs	How many zorptangles fit inside a standard quibnark?
far	methodology	0.5776057	0.5711141	0.0065	code	crates/tillandsias-headless/src/runtime_phase.rs	Does the wumbo-schnitzel protocol support left-handed marmalade mode?
far	methodology	0.6131587	0.5999315	0.0132	spec	openspec/specs/mcp-tool-socket/spec.md	Is a grimsley-blort compatible with a thrunkle socket?
far	methodology	0.58967173	0.5735555	0.0161	cheatsheet	cheatsheets/languages/css.md	How do I center a div horizontally and vertically in CSS?
far	methodology	0.5937554	0.5937554	0.0000	code	crates/tillandsias-headless/src/event_pusher.rs	What's the difference between TCP and UDP?
far	methodology	0.60815686	0.6080883	0.0001	cheatsheet	cheatsheets/utils/psql.md	How do I set up a read replica for a Postgres database on Amazon RDS?
far	methodology	0.58822817	0.5876728	0.0006	methodology	methodology/event/002-user-runtime-lifecycle-refinement.yaml	How do I fine-tune a YOLOv8 object detector on a custom image dataset?
far	methodology	0.6055297	0.5935519	0.0120	methodology	methodology/event/017-podman-runtime-blocker.yaml	What's the best way to keep a sourdough starter alive?
far	methodology	0.5016022	0.48748395	0.0141	methodology	methodology/math-foundations.yaml	Who won the 1998 FIFA World Cup?
far	methodology	0.51122737	0.51122737	0.0000	cheatsheet	cheatsheets/runtime/socket-container-health.md	What is the capital of Mongolia?
far	methodology	0.5657871	0.555402	0.0104	cheatsheet	cheatsheets/utils/podman-secrets.md	What do mitochondria do in a cell?
far	methodology	0.5571876	0.55014443	0.0070	methodology	methodology/event/020-tray-binary-test-discovery.yaml	Write me a haiku about rain on a tin roof.
in	cheatsheets	0.7100621	0.7100385	0.0000	code	images/default/lib-common.sh	Which Claude model does the forge use by default?
in	cheatsheets	0.6762386	0.67423546	0.0020	cheatsheet	cheatsheets/runtime/opencode-web-launch.md	Two agents both want to start OpenCode on 5173. What do we do?
in	cheatsheets	0.76624674	0.74415153	0.0221	cheatsheet	docs/cheatsheets/openspec-install.md	Can I archive an OpenSpec change while some tasks are still unchecked?
in	cheatsheets	0.7360376	0.727741	0.0083	methodology	methodology/multi-host-development.yaml	which branch does macOS work go on?
in	cheatsheets	0.7098401	0.6776294	0.0322	methodology	methodology/distributed-work.yaml	How long is an agent's lease on a work item good for by default?
in	cheatsheets	0.7469975	0.7384468	0.0086	cheatsheet	cheatsheets/concurrent-git/commit-attribution.md	Besides Co-Authored-By, what trailer marks which tool and model produced a commit?
in	cheatsheets	0.74348676	0.72449833	0.0190	cheatsheet	cheatsheets/concurrent-git/git-mirror-enterprise-practices.md	Why didn't we just use Gitea's push mirror instead of writing our own relay?
in	cheatsheets	0.7487387	0.7076122	0.0411	cheatsheet	cheatsheets/concurrent-git/plan-discipline.md	What are the three iron rules for writing to plan/?
in	cheatsheets	0.7295071	0.7125012	0.0170	spec	openspec/specs/forge-hot-cold-split/spec.md	Which forge paths are RAM-backed, and what size caps do they have?
in	cheatsheets	0.7909815	0.77829075	0.0127	cheatsheet	cheatsheets/runtime/everything-in-forge.md	What kinds of bind mounts is a forge container allowed to have?
in	cheatsheets	0.76814544	0.745209	0.0229	code	scripts/nix-cache-service.sh	enclave service names and ports?
in	cheatsheets	0.7122172	0.68762696	0.0246	spec	openspec/specs/forge-standalone/spec.md	The forge is missing a tool I need. What am I supposed to do about it?
in	cheatsheets	0.80202425	0.7901367	0.0119	cheatsheet	cheatsheets/runtime/forge-standalone-runner.md	What exactly does run-forge-standalone.sh give me?
in	cheatsheets	0.7660429	0.757479	0.0086	spec	openspec/specs/browser-isolation-tray-integration/spec.md	Before Chromium opens for OpenCode Web, what should the route probes return?
in	cheatsheets	0.7686473	0.70029235	0.0684	cheatsheet	cheatsheets/runtime/statusnotifier-tray.md	Which D-Bus interfaces does the Linux tray expose, and is GTK allowed as the backend?
in	cheatsheets	0.7913113	0.7719114	0.0194	spec	openspec/specs/macos-native-tray/spec.md	Why can't `--diagnose` on macOS report live control-wire status?
in	cheatsheets	0.72340894	0.7125113	0.0109	cheatsheet	cheatsheets/runtime/windows-tray-diagnostics.md	How big does the Windows tray log get before it rolls over?
in	cheatsheets	0.70950335	0.6762728	0.0332	cheatsheet	cheatsheets/runtime/ollama-model-management.md	I've got a 6 GB GPU. Which models get pre-pulled and which are lazy?
in	cheatsheets	0.8114953	0.7942204	0.0173	cheatsheet	cheatsheets/runtime/cheatsheet-tier-system.md	What are the three cheatsheet tiers and where does each read its source at runtime?
in	cheatsheets	0.7368441	0.7231351	0.0137	spec	openspec/specs/cheatsheet-source-layer/spec.md	What states does a cheatsheet pass through between being written and being re-verified?
in	cheatsheets	0.7034455	0.66920173	0.0342	cheatsheet	cheatsheets/runtime/forge-localization.md	How does the forge decide which language to greet me in?
in	cheatsheets	0.7510966	0.7483896	0.0027	spec	openspec/specs/linux-native-portable-executable/spec.md	Where does the curl installer put the binary if ~/.local/bin isn't on my PATH?
in	cheatsheets	0.66891265	0.64696765	0.0219	spec	openspec/specs/enclave-network/spec.md	How fast is the enclave supposed to hand control back to the user?
in	cheatsheets	0.78081954	0.7729792	0.0078	cheatsheet	cheatsheets/utils/tillandsias-secrets-architecture.md	Where does Vault store the GitHub token, and how long do the per-container tokens live?
in	cheatsheets	0.72961193	0.72216535	0.0074	cheatsheet	docs/cheatsheets/container-lifecycle.md	How do I completely remove Tillandsias and its leftovers from a Linux box?
in	cheatsheets	0.70092356	0.69938326	0.0015	cheatsheet	cheatsheets/runtime/forge-paths-ephemeral-vs-persistent.md	Which directories inside the forge are read-only image layers versus writable and persisted?
in	cheatsheets	0.69490254	0.6742916	0.0206	cheatsheet	cheatsheets/runtime/agent-startup-skills.md	A repo has three tracked files. Which startup skill does /startup route to?
in	cheatsheets	0.72792923	0.72316766	0.0048	spec	openspec/specs/ci-release/spec.md	What does the release workflow actually publish?
in	cheatsheets	0.7110392	0.6995644	0.0115	cheatsheet	cheatsheets/build/cargo.md	Why does a binary I `cargo install`ed vanish between forge sessions?
in	cheatsheets	0.6728795	0.6664878	0.0064	cheatsheet	cheatsheets/build/cmake.md	Can I build an Android APK in the forge?
in	cheatsheets	0.56195945	0.5616458	0.0003	cheatsheet	cheatsheets/runtime/wslg-chromium-passthrough.md	does rg support lookbehind?
in	cheatsheets	0.79019856	0.7559154	0.0343	cheatsheet	cheatsheets/utils/gh-cli.md	What's the GitHub API rate limit if I haven't run gh auth login?
in	cheatsheets	0.7054206	0.69082034	0.0146	cheatsheet	cheatsheets/utils/jq.md	jq — difference between --arg and --argjson?
in	cheatsheets	0.7308753	0.7275504	0.0033	cheatsheet	cheatsheets/welcome/readme-discipline.md	What two top-level sections must a Tillandsias-managed README have?
in	cheatsheets	0.73635316	0.70157295	0.0348	cheatsheet	cheatsheets/ux/ux-message-budget.md	How many characters can the tray STATUS chip line be?
in	cheatsheets	0.780612	0.77680695	0.0038	spec	openspec/specs/default-image/spec.md	Where do agents inside the forge find the list of available cheatsheets?
in	cheatsheets	0.78930825	0.7734639	0.0158	cheatsheet	cheatsheets/runtime/cheatsheet-architecture-v2.md	Can I cite my own reasoning about the project as a cheatsheet's provenance?
in	cheatsheets	0.78645545	0.7324021	0.0541	cheatsheet	docs/cheatsheets/verification-levels.md	What does L2 mean in the verification-level framework?
in	cheatsheets	0.78326875	0.7757237	0.0075	cheatsheet	docs/cheatsheets/openspec-methodology.md	Which Rust items are required to carry an @trace annotation?
in	cheatsheets	0.7404711	0.73900485	0.0015	code	scripts/litmus-stdlib.sh	Which litmus helper asserts that a pattern is NOT present in a file?
in	cheatsheets	0.7637146	0.7614927	0.0022	code	scripts/test-opencode-entrypoint-prompt.sh	What Node version does OpenSpec require?
in	cheatsheets	0.73363584	0.7295975	0.0040	cheatsheet	cheatsheets/utils/podman-secrets.md	Where is the GitHub token kept on each operating system?
in	cheatsheets	0.7272752	0.6601199	0.0672	cheatsheet	docs/cheatsheets/secrets-management.md	Where does the git author name and email live — same place as the token?
in	cheatsheets	0.7498279	0.72177804	0.0280	cheatsheet	cheatsheets/utils/git-workflows.md	Is GIT_ASKPASS still part of the credential path?
in	cheatsheets	0.75773484	0.75046635	0.0073	cheatsheet	docs/cheatsheets/windows-bash.md	Calling bash.exe from Rust on Windows says 'No such file or directory' for a C:/... script path. Why?
in	cheatsheets	0.7578978	0.7380697	0.0198	cheatsheet	cheatsheets/runtime/enclave-network.md	Why do the enclave DNS aliases stop resolving on Windows and macOS?
in	cheatsheets	0.7053751	0.6993472	0.0060	spec	openspec/specs/tray-menu/spec.md	How many items does the tray menu show at launch?
in	cheatsheets	0.7969532	0.7332857	0.0637	spec	openspec/specs/tray-icon-lifecycle/spec.md	What do the different plant shapes on the tray icon mean?
in	cheatsheets	0.7313213	0.69182044	0.0395	cheatsheet	docs/cheatsheets/storage-budget.md	How much disk is the whole enclave stack supposed to need?
in	cheatsheets	0.7801193	0.7251247	0.0550	code	crates/tillandsias-host-shell/src/pty/mod.rs	What are the validation rules for a project name?
in	cheatsheets	0.79414105	0.69786096	0.0963	cheatsheet	docs/cheatsheets/centicolon-dashboard.md	How do I regenerate the convergence dashboard?
in	cheatsheets	0.7963595	0.73028404	0.0661	cheatsheet	docs/cheatsheets/opencode-csp-hash-injection.md	OpenCode's inline theme script gets blocked by CSP. What's our workaround?
in	cheatsheets	0.8525919	0.7575274	0.0951	cheatsheet	docs/cheatsheets/opencode-proxy-egress.md	What's the canonical NO_PROXY value for the forge and inference profiles?
in	cheatsheets	0.79780483	0.7717641	0.0260	cheatsheet	docs/cheatsheets/init-incremental-builds.md	Where does --init track which images already built successfully?
in	cheatsheets	0.75370497	0.74266565	0.0110	cheatsheet	docs/cheatsheets/fedora-minimal-containers.md	Which container images are allowed to be Alpine and which have to be Fedora?
in	cheatsheets	0.6690945	0.6667352	0.0024	cheatsheet	cheatsheets/runtime/container-image-tagging.md	How do I package the Tillandsias enclave as a Helm chart?
in	cheatsheets	0.69266176	0.68569654	0.0070	spec	openspec/specs/podman-idiomatic-patterns/spec.md	Is there a docker-compose.yml for bringing the enclave up locally?
in	cheatsheets	0.70864916	0.70508724	0.0036	spec	openspec/specs/enclave-network/spec.md	Can I export the running enclave to a Kubernetes manifest with `podman generate kube`?
in	cheatsheets	0.65557486	0.65373194	0.0018	methodology	methodology/multi-host-development.yaml	Is there an Ansible playbook for provisioning a new developer host?
in	cheatsheets	0.675062	0.66812164	0.0069	cheatsheet	cheatsheets/build/validation-ci.md	Where's the Terraform module for the release infrastructure?
in	cheatsheets	0.62819415	0.62319857	0.0050	code	crates/tillandsias-metrics/src/lib.rs	How do I point Prometheus at the enclave and build a Grafana dashboard from it?
in	cheatsheets	0.67495626	0.67065346	0.0043	cheatsheet	cheatsheets/runtime/networking.md	Is emacs available inside the forge?
near	cheatsheets	0.64186054	0.6415261	0.0003	cheatsheet	cheatsheets/runtime/wsl2-provisioning.md	How do I attach gdb or lldb to a hung tray process and get a backtrace?
in	cheatsheets	0.7694792	0.7512972	0.0182	spec	openspec/specs/runtime-logging/spec.md	What's the rotation and retention policy for the external logs under /var/log/tillandsias/external?
in	cheatsheets	0.7370238	0.7282206	0.0088	spec	openspec/specs/forge-hot-cold-split/spec.md	What CPU limit do forge containers run with?
in	cheatsheets	0.72689164	0.72655016	0.0003	spec	openspec/specs/tray-menu/spec.md	Are there keyboard shortcuts for the tray menu?
in	cheatsheets	0.7536721	0.7448574	0.0088	code	crates/tillandsias-core/src/genus.rs	How does Tillandsias decide which genus icon a given project gets?
in	cheatsheets	0.791654	0.7806633	0.0110	spec	openspec/specs/methodology-accountability/spec.md	What are the required fields of a litmus test YAML — steps, expect, phase, size?
in	cheatsheets	0.81288075	0.7761064	0.0368	methodology	methodology/event/025-litmus-test-sizing-taxonomy.yaml	What does `--size instant` mean, and what other sizes can I pass to run-litmus-test.sh?
in	cheatsheets	0.78854984	0.7733254	0.0152	cheatsheet	cheatsheets/runtime/networking.md	How often does the tillandsias-github-token podman secret get rotated?
in	cheatsheets	0.742402	0.7219547	0.0204	cheatsheet	cheatsheets/build/build-strategy.md	What licence is Tillandsias itself released under?
in	cheatsheets	0.63283813	0.61570764	0.0171	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does a PR need before it can be merged?
in	cheatsheets	0.7009853	0.6813561	0.0196	spec	openspec/specs/cli-mode/spec.md	What's the minimum supported Rust version for this workspace?
in	cheatsheets	0.6645558	0.6605949	0.0040	cheatsheet	cheatsheets/runtime/macos-tray-diagnostics.md	Walk me through notarizing Tillandsias.app with Apple.
in	cheatsheets	0.6829272	0.6766653	0.0063	spec	openspec/specs/git-mirror-service/spec.md	How do I back up and restore the tillandsias-mirror-<project> volume?
in	cheatsheets	0.67810017	0.6740542	0.0040	spec	openspec/specs/tray-app/spec.md	How do I set which agent the tray launches by default?
in	cheatsheets	0.6892695	0.68666625	0.0026	spec	openspec/specs/default-image/spec.md	What SELinux policy module ships with the forge image?
in	cheatsheets	0.69098336	0.67547405	0.0155	spec	openspec/specs/cheatsheets-license-tiered/spec.md	Can I turn off cheatsheet-telemetry event emission?
in	cheatsheets	0.7227623	0.71384144	0.0089	cheatsheet	docs/cheatsheets/logging-levels.md	Where does the Linux tray write its log file?
in	cheatsheets	0.7148956	0.707843	0.0071	methodology	methodology/distributed-work.yaml	What fields does an entry in plan/index.yaml have?
in	cheatsheets	0.6446041	0.6444056	0.0002	methodology	methodology/distributed-work.yaml	What's the current Direction, and which packet should I pick up next?
in	cheatsheets	0.8117218	0.76617277	0.0455	methodology	methodology/multi-host-development.yaml	What exactly does methodology's pull_merge_cadence.pre_push_gate require?
in	cheatsheets	0.83609015	0.74524546	0.0908	code	images/default/lib-common.sh	Show me the implementation of rewrite_origin_for_enclave_push().
in	cheatsheets	0.79163736	0.7630686	0.0286	cheatsheet	docs/cheatsheets/cache-semantics-implementation.md	What are the acceptance criteria in openspec/specs/forge-as-only-runtime/spec.md?
in	cheatsheets	0.7475477	0.72131956	0.0262	cheatsheet	cheatsheets/agents/openspec.md	Which headings must a design.md contain for `openspec validate` to pass?
in	cheatsheets	0.67443043	0.6733626	0.0011	spec	openspec/specs/certificate-validation/spec.md	Is there mTLS between the enclave containers?
in	cheatsheets	0.75932235	0.7300918	0.0292	spec	openspec/specs/enclave-network/spec.md	Does the enclave network support IPv6?
in	cheatsheets	0.66024965	0.6547994	0.0055	cheatsheet	docs/cheatsheets/wsl-bash.md	Can I install and run Tillandsias on a machine with no internet at all?
