band	corpus	top1	top2	margin	top1_kind	top1_path	question
in	methodology	0.61899656	0.6158813	0.0031	cheatsheet	cheatsheets/concurrent-git/agent-handoff.md	What do I have to do before every push to windows-next?
in	methodology	0.6735787	0.66023415	0.0133	cheatsheet	cheatsheets/runtime/vsock-transport.md	Can I ssh into the guest VM to read its journals while debugging?
in	methodology	0.5534038	0.5154647	0.0379	methodology	methodology/multi-host-development.yaml	How many branches does the remote carry?
in	methodology	0.59468824	0.5586203	0.0361	code	scripts/test-reclaim-stranded-claims.sh	How long is a work claim good for?
in	methodology	0.6730122	0.65771765	0.0153	code	scripts/check-fragment-status-loss.sh	What's the difference between completed, verified and done on a packet?
in	methodology	0.6365446	0.6286575	0.0079	code	crates/tillandsias-plan/src/lib.rs	How do I get an order number for a packet I'm filing?
in	methodology	0.62179726	0.61605847	0.0057	methodology	methodology/distributed-work.yaml	What's the right way to change a packet's status field?
in	methodology	0.626155	0.6223301	0.0038	methodology	methodology/distributed-work.yaml	When am I allowed to just read plan/index.yaml instead of asking the MCP expert?
in	methodology	0.61106	0.5990054	0.0121	methodology	methodology/distributed-work.yaml	Where does the agent_id in a lease come from — can I compose it myself?
in	methodology	0.6586123	0.6580065	0.0006	cheatsheet	cheatsheets/runtime/networking.md	I'm running inside the forge and a tool I need isn't there. Where do I file for it?
in	methodology	0.69847214	0.6563657	0.0421	methodology	methodology/agent-observability.yaml	How long without activity before an in-progress task shows as stale?
in	methodology	0.68372107	0.6514137	0.0323	methodology	methodology/agent-observability.yaml	How is the expert answer_rate computed?
in	methodology	0.6193886	0.61764985	0.0017	methodology	methodology/multi-host-development.yaml	Should I stash my uncommitted work before pulling?
in	methodology	0.5728649	0.54594034	0.0269	methodology	methodology/markdown-distillation.yaml	Which markdown directories count as canonical rather than intake?
in	methodology	0.63477314	0.6308717	0.0039	methodology	methodology/provenance.yaml	What claim-strength labels can a methodology claim carry?
in	methodology	0.674041	0.66356087	0.0105	methodology	methodology/math-foundations.yaml	Do we claim Banach-style contraction convergence?
in	methodology	0.6267287	0.61941785	0.0073	methodology	methodology/event/index.yaml	What statuses can an unknown event have?
in	methodology	0.70642316	0.5999754	0.1064	methodology	methodology/mo-full-attestation.yaml	What does the MO-FULL attestation line look like?
in	methodology	0.59336495	0.5928668	0.0005	methodology	methodology/distributed-work.yaml	How many agents can I run in parallel on this host right now?
in	methodology	0.6315659	0.6260313	0.0055	methodology	methodology/forge-diagnostics.yaml	Can a forge improvement proposal ask for an extra host directory mount?
in	methodology	0.65481585	0.6390868	0.0157	methodology	methodology/next-forge-better.yaml	How do I tell whether to fix something in the forge or file it for the builder?
in	methodology	0.58303815	0.5541729	0.0289	methodology	methodology/litmus-framework.yaml	Where does the litmus framework put its mock boundary?
in	methodology	0.6109274	0.60246235	0.0085	methodology	methodology/litmus-centicolon-wiring.yaml	Should I work out a packet's residual centicolons by hand?
in	methodology	0.6213086	0.6052298	0.0161	cheatsheet	cheatsheets/welcome/readme-discipline.md	What Rust toolchain version is pinned for builds?
in	methodology	0.59601074	0.5707226	0.0253	code	scripts/local-ci.sh	What clippy or rustfmt lint configuration do we enforce beyond -D warnings?
near	methodology	0.5906491	0.577096	0.0136	code	scripts/check-carry-forward.sh	Is cargo-audit or cargo-deny run as part of any gate?
near	methodology	0.5861182	0.5672051	0.0189	methodology	methodology/litmus.yaml	What line-coverage percentage must the Rust unit tests reach?
in	methodology	0.71873456	0.6229956	0.0957	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does the linux-next to main PR need before it can merge?
in	methodology	0.5731581	0.5597582	0.0134	methodology	methodology/bootstrap/router.yaml	Is there a CODEOWNERS file deciding who reviews methodology changes?
in	methodology	0.6909257	0.653209	0.0377	cheatsheet	cheatsheets/runtime/container-image-tagging.md	What open-source license is Tillandsias itself released under?
in	methodology	0.6041224	0.58524454	0.0189	cheatsheet	cheatsheets/observability/cheatsheet-metrics.md	What are the w1 through w5 weights in the cheatsheet scoring function?
in	methodology	0.73593986	0.67314744	0.0628	cheatsheet	cheatsheets/runtime/forge-hot-cold-split.md	What is the byte limit for total cheatsheet size?
in	methodology	0.55523425	0.5518993	0.0033	code	crates/tillandsias-plan/src/answer.rs	What do the priority ranks p0 through p3 actually mean, and who assigns them?
in	methodology	0.6130903	0.56586564	0.0472	methodology	methodology/distributed-work.yaml	What exact characters are in the alphabet used for the 4-character order-token suffix?
in	methodology	0.5008413	0.4572922	0.0435	code	scripts/nix-deps-drv-paths.sh	Which four musl flake outputs have their crane deps closures pinned as GC roots?
in	methodology	0.48235118	0.4737395	0.0086	methodology	methodology/multi-host-development.yaml	What is the naming convention for a hotfix branch?
near	methodology	0.63586986	0.63586986	0.0000	spec	openspec/specs/agent-cheatsheets/spec.md	How many days may a deprecated spec sit before it must be moved to obsolete?
in	methodology	0.5249391	0.5212052	0.0037	cheatsheet	docs/cheatsheets/centicolon-dashboard.md	What time of day does the daily merge-to-main-and-release run?
in	methodology	0.6491656	0.63844925	0.0107	spec	openspec/specs/binary-signing/spec.md	Which signing key or certificate is used to sign the release binaries?
in	methodology	0.58607864	0.581613	0.0045	code	scripts/install-macos.sh	Do the macOS release artifacts need Apple notarization, and how is that done?
in	methodology	0.67432123	0.6695362	0.0048	code	scripts/install-macos.sh	What is the curl one-liner an end user runs to install Tillandsias?
in	methodology	0.5499645	0.5291001	0.0209	code	crates/tillandsias-plan/src/lib.rs	Which embedding model do the on-demand RAG experts use?
in	methodology	0.60547423	0.5607945	0.0447	code	crates/tillandsias-plan/src/spec.rs	What chunk size and overlap do the expert corpora use when indexing?
in	methodology	0.52806777	0.5249218	0.0031	code	images/default/lib-common.sh	Which vector store backs the expert index?
in	methodology	0.6708282	0.65281236	0.0180	spec	openspec/specs/mcp-on-demand/spec.md	How do I start the forge-plan MCP server by hand if it isn't running?
in	methodology	0.62947774	0.6208714	0.0086	methodology	methodology/spec-system.yaml	What files must an openspec/changes/<id>/ directory contain?
in	methodology	0.69943106	0.6331381	0.0663	cheatsheet	docs/cheatsheets/openspec-install.md	Which command archives an OpenSpec change once implementation is finished?
in	methodology	0.6116869	0.6048845	0.0068	cheatsheet	cheatsheets/build/podman-image-management.md	What does ./build.sh --graphs actually produce?
in	methodology	0.69479483	0.6881453	0.0066	methodology	methodology/event/012-litmus-podman-runtime-blocker.yaml	How do I register a new litmus test so scripts/run-litmus-test.sh picks it up?
in	methodology	0.67232466	0.6282438	0.0441	code	crates/tillandsias-control-wire/src/lib.rs	What are all the control-wire message variants?
in	methodology	0.57503146	0.56902844	0.0060	code	crates/tillandsias-control-wire/src/guest_transport.rs	What does the ExecOneShot control-wire operation do?
in	methodology	0.750863	0.70419586	0.0467	spec	openspec/specs/git-mirror-service/spec.md	How does the git-mirror service authenticate to GitHub?
in	methodology	0.58694285	0.5768015	0.0101	cheatsheet	cheatsheets/runtime/hashicorp-vault-tillandsias.md	How is Vault unsealed when the stack comes up?
in	methodology	0.5971824	0.58985263	0.0073	cheatsheet	cheatsheets/utils/podman-secrets.md	What key algorithm do the per-lane SSH-CA certificates use?
in	methodology	0.64358556	0.63403	0.0096	code	crates/tillandsias-plan/src/lib.rs	How many packets are currently open in the ledger?
in	methodology	0.47526923	0.46838108	0.0069	code	images/default/config-overlay/mcp/forge-plan.sh	What is work order 759 about?
near	methodology	0.5392652	0.5322694	0.0070	code	scripts/test-pre-push-linux-next-merged.sh	What is the current head commit of origin/osx-next?
in	methodology	0.6765025	0.65111387	0.0254	spec	openspec/specs/no-terminal-flicker/spec.md	What is the tray's startup emoji progression, step by step?
near	methodology	0.6337647	0.51152515	0.1222	methodology	methodology/in-forge-delegation.yaml	How many delegates are allowed at ramp stage 1?
in	methodology	0.53277355	0.53171986	0.0011	methodology	methodology/in-forge-delegation.yaml	What telemetry thresholds must be green before the concurrency stage can be lifted?
near	methodology	0.6468483	0.6162551	0.0306	spec	openspec/specs/chromium-safe-variant/spec.md	How long may a packet stay `blocked` before it must be escalated to the operator?
in	methodology	0.5312109	0.5256297	0.0056	code	crates/tillandsias-headless/src/pty_handler.rs	Who emits the agent heartbeat, and at what interval?
in	methodology	0.724124	0.6321163	0.0920	methodology	methodology/distributed-work.yaml	What is the token budget for a full in-forge e2e cycle?
in	methodology	0.7151947	0.7123704	0.0028	cheatsheet	cheatsheets/runtime/forge-cache-semantics.md	How do I install the tillandsias-plan CLI on a fresh host?
in	methodology	0.5719644	0.57192594	0.0000	cheatsheet	cheatsheets/runtime/container-image-tagging.md	What does the output of `tillandsias-plan burndown` look like?
in	methodology	0.6038749	0.594115	0.0098	methodology	methodology/multi-host-development.yaml	How do I resolve a Cargo.lock merge conflict between two platform branches?
in	methodology	0.7340117	0.713307	0.0207	cheatsheet	cheatsheets/runtime/windows-installer-prereqs.md	What is the minimum Windows version supported for a Tillandsias host?
in	methodology	0.7574129	0.7235972	0.0338	cheatsheet	cheatsheets/runtime/vz-framework-provisioning.md	Which macOS version is required for the Virtualization.framework guest?
far	methodology	0.44426772	0.43703243	0.0072	cheatsheet	cheatsheets/build/flutter.md	What is the flibber flobber?
far	methodology	0.42848614	0.42121533	0.0073	code	crates/tillandsias-core/src/config.rs	How many zorptangles fit inside a standard quibnark?
far	methodology	0.4954466	0.47758815	0.0179	code	crates/tillandsias-windows-tray/src/notify_icon.rs	Does the wumbo-schnitzel protocol support left-handed marmalade mode?
far	methodology	0.49226704	0.48748612	0.0048	code	crates/tillandsias-vm-layer/src/transport_windows.rs	Is a grimsley-blort compatible with a thrunkle socket?
far	methodology	0.53623414	0.5284797	0.0078	cheatsheet	cheatsheets/languages/css.md	How do I center a div horizontally and vertically in CSS?
far	methodology	0.5651339	0.5476577	0.0175	cheatsheet	cheatsheets/web/mcp.md	What's the difference between TCP and UDP?
far	methodology	0.54436034	0.5379235	0.0064	spec	openspec/specs/project-bootstrap-readme/spec.md	How do I set up a read replica for a Postgres database on Amazon RDS?
far	methodology	0.56227785	0.54051894	0.0218	methodology	methodology/event/015-runtime-cleanup-litmus-distillation.yaml	How do I fine-tune a YOLOv8 object detector on a custom image dataset?
far	methodology	0.4885399	0.48716545	0.0014	code	crates/tillandsias-windows-tray/src/notify_icon.rs	What's the best way to keep a sourdough starter alive?
far	methodology	0.36369643	0.36369643	0.0000	cheatsheet	cheatsheets/runtime/tray-performance-profiling.md	Who won the 1998 FIFA World Cup?
far	methodology	0.35615566	0.35419473	0.0020	code	crates/tillandsias-podman-cli/src/main.rs	What is the capital of Mongolia?
far	methodology	0.5026838	0.49738574	0.0053	spec	openspec/specs/windows-native-tray/spec.md	What do mitochondria do in a cell?
far	methodology	0.47654033	0.4588488	0.0177	methodology	methodology/event/000-template-unpredicted.yaml	Write me a haiku about rain on a tin roof.
in	cheatsheets	0.6050745	0.57508177	0.0300	cheatsheet	cheatsheets/agents/claude-code.md	Which Claude model does the forge use by default?
in	cheatsheets	0.56153345	0.561219	0.0003	cheatsheet	cheatsheets/agents/opencode.md	Two agents both want to start OpenCode on 5173. What do we do?
in	cheatsheets	0.6607921	0.65863717	0.0022	spec	openspec/specs/versioning/spec.md	Can I archive an OpenSpec change while some tasks are still unchecked?
in	cheatsheets	0.63081455	0.6274114	0.0034	code	scripts/test-derive-host-identity.sh	which branch does macOS work go on?
in	cheatsheets	0.6610795	0.5804885	0.0806	methodology	methodology/distributed-work.yaml	How long is an agent's lease on a work item good for by default?
in	cheatsheets	0.65186137	0.6472961	0.0046	cheatsheet	cheatsheets/concurrent-git/commit-attribution.md	Besides Co-Authored-By, what trailer marks which tool and model produced a commit?
in	cheatsheets	0.52618504	0.5185344	0.0077	cheatsheet	cheatsheets/concurrent-git/git-mirror-managed-alternatives.md	Why didn't we just use Gitea's push mirror instead of writing our own relay?
in	cheatsheets	0.6885615	0.5434401	0.1451	cheatsheet	cheatsheets/concurrent-git/plan-discipline.md	What are the three iron rules for writing to plan/?
in	cheatsheets	0.6180238	0.6136146	0.0044	cheatsheet	cheatsheets/runtime/forge-hot-cold-split.md	Which forge paths are RAM-backed, and what size caps do they have?
in	cheatsheets	0.62653583	0.624642	0.0019	cheatsheet	cheatsheets/runtime/forge-hot-cold-split.md	What kinds of bind mounts is a forge container allowed to have?
in	cheatsheets	0.6593684	0.58665776	0.0727	code	scripts/nix-cache-service.sh	enclave service names and ports?
in	cheatsheets	0.6745412	0.6510932	0.0234	cheatsheet	cheatsheets/runtime/socket-enclave-diagnostics.md	The forge is missing a tool I need. What am I supposed to do about it?
in	cheatsheets	0.6775881	0.6693365	0.0083	spec	openspec/specs/forge-standalone-runner/spec.md	What exactly does run-forge-standalone.sh give me?
in	cheatsheets	0.73295	0.6758365	0.0571	spec	openspec/specs/browser-isolation-tray-integration/spec.md	Before Chromium opens for OpenCode Web, what should the route probes return?
in	cheatsheets	0.6224868	0.6124462	0.0100	cheatsheet	cheatsheets/runtime/statusnotifier-tray.md	Which D-Bus interfaces does the Linux tray expose, and is GTK allowed as the backend?
in	cheatsheets	0.7092679	0.66809773	0.0412	cheatsheet	cheatsheets/runtime/macos-tray-diagnostics.md	Why can't `--diagnose` on macOS report live control-wire status?
in	cheatsheets	0.7046678	0.6942124	0.0105	code	crates/tillandsias-windows-tray/src/notify_icon.rs	How big does the Windows tray log get before it rolls over?
in	cheatsheets	0.6455573	0.63827145	0.0073	cheatsheet	cheatsheets/runtime/gpu-tier-detection.md	I've got a 6 GB GPU. Which models get pre-pulled and which are lazy?
in	cheatsheets	0.6888624	0.68441397	0.0044	spec	openspec/specs/cheatsheet-source-layer/spec.md	What are the three cheatsheet tiers and where does each read its source at runtime?
in	cheatsheets	0.6114472	0.61067414	0.0008	cheatsheet	cheatsheets/runtime/cheatsheet-lifecycle.md	What states does a cheatsheet pass through between being written and being re-verified?
in	cheatsheets	0.62981087	0.598837	0.0310	spec	openspec/specs/forge-welcome/spec.md	How does the forge decide which language to greet me in?
in	cheatsheets	0.7012864	0.69453335	0.0068	spec	openspec/specs/install-progress/spec.md	Where does the curl installer put the binary if ~/.local/bin isn't on my PATH?
in	cheatsheets	0.6335708	0.5866569	0.0469	cheatsheet	cheatsheets/runtime/socket-enclave-diagnostics.md	How fast is the enclave supposed to hand control back to the user?
in	cheatsheets	0.66626585	0.64054835	0.0257	cheatsheet	cheatsheets/utils/tillandsias-secrets-architecture.md	Where does Vault store the GitHub token, and how long do the per-container tokens live?
in	cheatsheets	0.7117202	0.69525605	0.0165	cheatsheet	cheatsheets/runtime/ephemeral-lifecycle.md	How do I completely remove Tillandsias and its leftovers from a Linux box?
in	cheatsheets	0.63906735	0.6188127	0.0203	code	crates/tillandsias-headless/src/main.rs	Which directories inside the forge are read-only image layers versus writable and persisted?
in	cheatsheets	0.5905375	0.58511823	0.0054	spec	openspec/specs/init-incremental-builds/spec.md	A repo has three tracked files. Which startup skill does /startup route to?
in	cheatsheets	0.6299143	0.62110513	0.0088	spec	openspec/specs/ci-release/spec.md	What does the release workflow actually publish?
in	cheatsheets	0.64892125	0.6435282	0.0054	cheatsheet	cheatsheets/build/cargo.md	Why does a binary I `cargo install`ed vanish between forge sessions?
in	cheatsheets	0.6397092	0.6274085	0.0123	cheatsheet	cheatsheets/runtime/forge-cache-semantics.md	Can I build an Android APK in the forge?
in	cheatsheets	0.50732374	0.5039554	0.0034	code	images/git/pre-receive-hook.sh	does rg support lookbehind?
in	cheatsheets	0.72758484	0.67830014	0.0493	cheatsheet	cheatsheets/utils/gh-cli.md	What's the GitHub API rate limit if I haven't run gh auth login?
in	cheatsheets	0.60516405	0.58065724	0.0245	cheatsheet	cheatsheets/utils/jq.md	jq — difference between --arg and --argjson?
in	cheatsheets	0.7127158	0.6370244	0.0757	cheatsheet	cheatsheets/welcome/readme-discipline.md	What two top-level sections must a Tillandsias-managed README have?
in	cheatsheets	0.7088314	0.69502604	0.0138	code	crates/tillandsias-host-shell/src/menu_state.rs	How many characters can the tray STATUS chip line be?
in	cheatsheets	0.6495676	0.6396336	0.0099	spec	openspec/specs/default-image/spec.md	Where do agents inside the forge find the list of available cheatsheets?
in	cheatsheets	0.65382457	0.6434175	0.0104	methodology	methodology/cheatsheets.yaml	Can I cite my own reasoning about the project as a cheatsheet's provenance?
in	cheatsheets	0.64578277	0.6329155	0.0129	methodology	methodology/verification.yaml	What does L2 mean in the verification-level framework?
in	cheatsheets	0.691306	0.6683088	0.0230	spec	openspec/specs/spec-traceability/spec.md	Which Rust items are required to carry an @trace annotation?
in	cheatsheets	0.61055756	0.60645276	0.0041	code	scripts/litmus-stdlib.sh	Which litmus helper asserts that a pattern is NOT present in a file?
in	cheatsheets	0.68194103	0.66353405	0.0184	cheatsheet	docs/cheatsheets/forge-launch-critical-path.md	What Node version does OpenSpec require?
in	cheatsheets	0.7132852	0.6948799	0.0184	cheatsheet	docs/cheatsheets/os-vault-credentials.md	Where is the GitHub token kept on each operating system?
in	cheatsheets	0.69376117	0.63796353	0.0558	cheatsheet	docs/cheatsheets/secrets-management.md	Where does the git author name and email live — same place as the token?
in	cheatsheets	0.5840248	0.581159	0.0029	cheatsheet	docs/cheatsheets/token-rotation.md	Is GIT_ASKPASS still part of the credential path?
in	cheatsheets	0.7253968	0.67836416	0.0470	cheatsheet	docs/cheatsheets/windows-bash.md	Calling bash.exe from Rust on Windows says 'No such file or directory' for a C:/... script path. Why?
in	cheatsheets	0.629381	0.59434813	0.0350	cheatsheet	cheatsheets/runtime/socket-enclave-diagnostics.md	Why do the enclave DNS aliases stop resolving on Windows and macOS?
in	cheatsheets	0.7023086	0.6913325	0.0110	spec	openspec/specs/simplified-tray-ux/spec.md	How many items does the tray menu show at launch?
in	cheatsheets	0.64705217	0.6367027	0.0103	spec	openspec/specs/tray-icon-lifecycle/spec.md	What do the different plant shapes on the tray icon mean?
in	cheatsheets	0.7005535	0.5678599	0.1327	cheatsheet	docs/cheatsheets/storage-budget.md	How much disk is the whole enclave stack supposed to need?
in	cheatsheets	0.6567009	0.6555949	0.0011	spec	openspec/specs/tray-minimal-ux/spec.md	What are the validation rules for a project name?
in	cheatsheets	0.72699195	0.6805169	0.0465	cheatsheet	docs/cheatsheets/centicolon-dashboard.md	How do I regenerate the convergence dashboard?
in	cheatsheets	0.73329127	0.7299389	0.0034	cheatsheet	docs/cheatsheets/opencode-csp-hash-injection.md	OpenCode's inline theme script gets blocked by CSP. What's our workaround?
in	cheatsheets	0.67688227	0.6178467	0.0590	cheatsheet	docs/cheatsheets/opencode-proxy-egress.md	What's the canonical NO_PROXY value for the forge and inference profiles?
in	cheatsheets	0.68531185	0.6607742	0.0245	code	crates/tillandsias-headless/src/main.rs	Where does --init track which images already built successfully?
in	cheatsheets	0.7240911	0.7009656	0.0231	cheatsheet	docs/cheatsheets/alpine-containers.md	Which container images are allowed to be Alpine and which have to be Fedora?
in	cheatsheets	0.60585386	0.60338444	0.0025	cheatsheet	docs/cheatsheets/git-mirror-lifecycle-audit.md	How do I package the Tillandsias enclave as a Helm chart?
in	cheatsheets	0.61169475	0.58637214	0.0253	spec	openspec/specs/tray-minimal-ux/spec.md	Is there a docker-compose.yml for bringing the enclave up locally?
in	cheatsheets	0.5841242	0.5676952	0.0164	cheatsheet	cheatsheets/runtime/podman-idiomatic-patterns.md	Can I export the running enclave to a Kubernetes manifest with `podman generate kube`?
in	cheatsheets	0.57853603	0.5727495	0.0058	spec	openspec/specs/proxy-container/spec.md	Is there an Ansible playbook for provisioning a new developer host?
in	cheatsheets	0.5305942	0.49777845	0.0328	methodology	methodology/proximity.yaml	Where's the Terraform module for the release infrastructure?
in	cheatsheets	0.5381405	0.535243	0.0029	code	crates/tillandsias-metrics/src/lib.rs	How do I point Prometheus at the enclave and build a Grafana dashboard from it?
in	cheatsheets	0.55435884	0.55049694	0.0039	code	images/default/Containerfile	Is emacs available inside the forge?
near	cheatsheets	0.5921252	0.58697987	0.0051	spec	openspec/specs/no-terminal-flicker/spec.md	How do I attach gdb or lldb to a hung tray process and get a backtrace?
in	cheatsheets	0.7294715	0.6981992	0.0313	cheatsheet	cheatsheets/observability/cheatsheet-metrics.md	What's the rotation and retention policy for the external logs under /var/log/tillandsias/external?
in	cheatsheets	0.6670103	0.6409127	0.0261	spec	openspec/specs/forge-cache-dual/spec.md	What CPU limit do forge containers run with?
in	cheatsheets	0.68760884	0.67653126	0.0111	spec	openspec/specs/no-terminal-flicker/spec.md	Are there keyboard shortcuts for the tray menu?
in	cheatsheets	0.63277996	0.61692125	0.0159	code	crates/tillandsias-core/src/genus.rs	How does Tillandsias decide which genus icon a given project gets?
in	cheatsheets	0.6261095	0.62548524	0.0006	spec	openspec/specs/methodology-accountability/spec.md	What are the required fields of a litmus test YAML — steps, expect, phase, size?
in	cheatsheets	0.6500859	0.6424852	0.0076	methodology	methodology/event/025-litmus-test-sizing-taxonomy.yaml	What does `--size instant` mean, and what other sizes can I pass to run-litmus-test.sh?
in	cheatsheets	0.70316553	0.6754216	0.0277	cheatsheet	cheatsheets/runtime/networking.md	How often does the tillandsias-github-token podman secret get rotated?
in	cheatsheets	0.63991493	0.6286314	0.0113	cheatsheet	cheatsheets/runtime/container-image-tagging.md	What licence is Tillandsias itself released under?
in	cheatsheets	0.5572273	0.5431963	0.0140	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does a PR need before it can be merged?
in	cheatsheets	0.7107345	0.65606004	0.0547	cheatsheet	cheatsheets/welcome/readme-discipline.md	What's the minimum supported Rust version for this workspace?
in	cheatsheets	0.71749586	0.68701047	0.0305	cheatsheet	cheatsheets/runtime/forge-cache-semantics.md	Walk me through notarizing Tillandsias.app with Apple.
in	cheatsheets	0.6454611	0.63893396	0.0065	code	scripts/test-git-mirror-existing-volume-hardening.sh	How do I back up and restore the tillandsias-mirror-<project> volume?
in	cheatsheets	0.6969754	0.6780778	0.0189	spec	openspec/specs/no-terminal-flicker/spec.md	How do I set which agent the tray launches by default?
in	cheatsheets	0.6203752	0.6115621	0.0088	cheatsheet	cheatsheets/test/selenium.md	What SELinux policy module ships with the forge image?
in	cheatsheets	0.6158283	0.6113089	0.0045	cheatsheet	cheatsheets/TEMPLATE.md	Can I turn off cheatsheet-telemetry event emission?
in	cheatsheets	0.68096346	0.6755734	0.0054	cheatsheet	docs/cheatsheets/logging-levels.md	Where does the Linux tray write its log file?
in	cheatsheets	0.6172554	0.6141405	0.0031	code	crates/tillandsias-plan/src/lib.rs	What fields does an entry in plan/index.yaml have?
in	cheatsheets	0.64127886	0.5957101	0.0456	code	crates/tillandsias-plan/src/semantic_expert.rs	What's the current Direction, and which packet should I pick up next?
in	cheatsheets	0.7038604	0.69266474	0.0112	methodology	methodology/multi-host-development.yaml	What exactly does methodology's pull_merge_cadence.pre_push_gate require?
in	cheatsheets	0.63459796	0.628568	0.0060	cheatsheet	docs/cheatsheets/git-mirror-lifecycle-audit.md	Show me the implementation of rewrite_origin_for_enclave_push().
in	cheatsheets	0.7018754	0.67289674	0.0290	spec	openspec/specs/forge-as-only-runtime/spec.md	What are the acceptance criteria in openspec/specs/forge-as-only-runtime/spec.md?
in	cheatsheets	0.7105248	0.65841776	0.0521	cheatsheet	cheatsheets/agents/openspec.md	Which headings must a design.md contain for `openspec validate` to pass?
in	cheatsheets	0.63754135	0.61483943	0.0227	spec	openspec/specs/tray-minimal-ux/spec.md	Is there mTLS between the enclave containers?
in	cheatsheets	0.6965897	0.6607588	0.0358	spec	openspec/specs/enclave-network/spec.md	Does the enclave network support IPv6?
in	cheatsheets	0.6550478	0.65281427	0.0022	spec	openspec/specs/podman-registries-config/spec.md	Can I install and run Tillandsias on a machine with no internet at all?
