band	corpus	top1	top2	margin	top1_kind	top1_path	question
in	methodology	0.6439655	0.63856983	0.0054	spec	openspec/specs/mcp-on-demand/spec.md	How many agents can I run in parallel on this host right now?
in	methodology	0.7546932	0.7135841	0.0411	spec	openspec/specs/forge-as-only-runtime/spec.md	Can a forge improvement proposal ask for an extra host directory mount?
in	methodology	0.7669718	0.72355574	0.0434	methodology	methodology/next-forge-better.yaml	How do I tell whether to fix something in the forge or file it for the builder?
in	methodology	0.8158798	0.75013506	0.0657	methodology	methodology/litmus-framework.yaml	Where does the litmus framework put its mock boundary?
in	methodology	0.68283343	0.6560133	0.0268	methodology	methodology/litmus-centicolon-wiring.yaml	Should I work out a packet's residual centicolons by hand?
near	methodology	0.7066446	0.67935306	0.0273	spec	openspec/specs/forge-environment-discoverability/spec.md	Which Helm chart do we use to deploy the enclave services?
near	methodology	0.6425906	0.63595307	0.0066	cheatsheet	cheatsheets/build/podman-image-management.md	Is there a docker-compose file for bringing the service stack up locally?
near	methodology	0.63606846	0.6278592	0.0082	cheatsheet	cheatsheets/runtime/everything-in-forge.md	Do we use Ansible or any configuration-management tool to provision the dev hosts?
near	methodology	0.702466	0.6839611	0.0185	cheatsheet	cheatsheets/runtime/codex-agent-entrypoints.md	Which Terraform modules manage the GitHub repository settings and branch protection?
near	methodology	0.7366545	0.7173268	0.0193	code	scripts/with-tillandsias-builder.sh	What Rust toolchain version is pinned for builds?
near	methodology	0.70686716	0.7046834	0.0022	code	scripts/local-ci.sh	What clippy or rustfmt lint configuration do we enforce beyond -D warnings?
near	methodology	0.6884512	0.6716635	0.0168	code	scripts/gate-stamp.sh	Is cargo-audit or cargo-deny run as part of any gate?
near	methodology	0.7036487	0.7009009	0.0027	spec	openspec/specs/spec-trace-coverage-threshold/spec.md	What line-coverage percentage must the Rust unit tests reach?
near	methodology	0.74508524	0.6921661	0.0529	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does the linux-next to main PR need before it can merge?
near	methodology	0.6554655	0.6522967	0.0032	methodology	methodology/bootstrap/router.yaml	Is there a CODEOWNERS file deciding who reviews methodology changes?
near	methodology	0.77117187	0.7435246	0.0276	cheatsheet	cheatsheets/build/build-strategy.md	What open-source license is Tillandsias itself released under?
near	methodology	0.6850696	0.6612252	0.0238	methodology	methodology/convergence.yaml	What is the actual numeric value of V_min, the minimum acceptable convergence velocity?
near	methodology	0.71292937	0.70173687	0.0112	cheatsheet	cheatsheets/observability/cheatsheet-metrics.md	What are the w1 through w5 weights in the cheatsheet scoring function?
near	methodology	0.7391269	0.72393125	0.0152	cheatsheet	cheatsheets/runtime/forge-hot-cold-split.md	What is the byte limit for total cheatsheet size?
near	methodology	0.69988537	0.64400876	0.0559	code	crates/tillandsias-plan/src/answer.rs	What do the priority ranks p0 through p3 actually mean, and who assigns them?
near	methodology	0.68666065	0.6805938	0.0061	code	crates/tillandsias-core/src/config.rs	How should estimated_hours on a packet be estimated, and what scale is it on?
near	methodology	0.7194591	0.66508067	0.0544	methodology	methodology/distributed-work.yaml	What exact characters are in the alphabet used for the 4-character order-token suffix?
near	methodology	0.68536514	0.6562553	0.0291	code	scripts/nix-toolbox.sh	Which four musl flake outputs have their crane deps closures pinned as GC roots?
near	methodology	0.756816	0.7368773	0.0199	methodology	methodology/distributed-work.yaml	Which host owns the crates/tillandsias-plan crate?
near	methodology	0.71240604	0.70412594	0.0083	methodology	methodology/multi-host-development.yaml	What is the naming convention for a hotfix branch?
near	methodology	0.6956249	0.69504946	0.0006	spec	openspec/specs/observability-convergence/spec.md	How many days may a deprecated spec sit before it must be moved to obsolete?
near	methodology	0.6295679	0.6157519	0.0138	methodology	methodology/versioning.yaml	What time of day does the daily merge-to-main-and-release run?
near	methodology	0.7610559	0.7406582	0.0204	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	Which signing key or certificate is used to sign the release binaries?
near	methodology	0.68602955	0.6780326	0.0080	code	scripts/build-macos-tray.sh	Do the macOS release artifacts need Apple notarization, and how is that done?
near	methodology	0.78816104	0.77075404	0.0174	code	scripts/install-windows.ps1	What is the curl one-liner an end user runs to install Tillandsias?
near	methodology	0.7773074	0.712707	0.0646	code	images/inference/entrypoint.sh	Which embedding model do the on-demand RAG experts use?
near	methodology	0.7014621	0.6780246	0.0234	code	crates/tillandsias-plan/src/lib.rs	What chunk size and overlap do the expert corpora use when indexing?
near	methodology	0.61949986	0.61354035	0.0060	code	images/default/config-overlay/mcp/forge-plan.sh	Which vector store backs the expert index?
near	methodology	0.7688307	0.7675373	0.0013	spec	openspec/specs/mcp-on-demand/spec.md	How do I start the forge-plan MCP server by hand if it isn't running?
near	methodology	0.7258491	0.7140654	0.0118	cheatsheet	docs/cheatsheets/openspec-install.md	What files must an openspec/changes/<id>/ directory contain?
near	methodology	0.86444235	0.800362	0.0641	cheatsheet	docs/cheatsheets/openspec-install.md	Which command archives an OpenSpec change once implementation is finished?
near	methodology	0.67125016	0.65023506	0.0210	cheatsheet	cheatsheets/runtime/container-image-tagging.md	What does ./build.sh --graphs actually produce?
near	methodology	0.7786851	0.75631934	0.0224	cheatsheet	docs/cheatsheets/litmus-stdlib-authoring.md	How do I register a new litmus test so scripts/run-litmus-test.sh picks it up?
near	methodology	0.73814565	0.7174395	0.0207	code	crates/tillandsias-control-wire/src/lib.rs	What are all the control-wire message variants?
near	methodology	0.6395023	0.6200761	0.0194	code	crates/tillandsias-vm-layer/src/lib.rs	What does the ExecOneShot control-wire operation do?
near	methodology	0.7981152	0.76561415	0.0325	spec	openspec/specs/reverse-proxy-internal/spec.md	How does the git-mirror service authenticate to GitHub?
near	methodology	0.755716	0.73546016	0.0203	spec	openspec/specs/tillandsias-vault/spec.md	How is Vault unsealed when the stack comes up?
near	methodology	0.7056027	0.70436966	0.0012	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	What key algorithm do the per-lane SSH-CA certificates use?
near	methodology	0.6917424	0.6843081	0.0074	code	crates/tillandsias-plan/src/lib.rs	How many packets are currently open in the ledger?
near	methodology	0.62474424	0.597204	0.0275	methodology	methodology/distributed-work.yaml	What is work order 759 about?
near	methodology	0.7037238	0.6996908	0.0040	methodology	methodology/multi-host-development.yaml	What is the current head commit of origin/osx-next?
near	methodology	0.75641066	0.73462397	0.0218	spec	openspec/specs/no-terminal-flicker/spec.md	What is the tray's startup emoji progression, step by step?
near	methodology	0.7051051	0.6989812	0.0061	methodology	methodology/in-forge-delegation.yaml	How many delegates are allowed at ramp stage 1?
near	methodology	0.7511948	0.74619216	0.0050	methodology	methodology/in-forge-delegation.yaml	What telemetry thresholds must be green before the concurrency stage can be lifted?
near	methodology	0.6840798	0.6763292	0.0078	methodology	methodology/distributed-work.yaml	How long may a packet stay `blocked` before it must be escalated to the operator?
near	methodology	0.6259111	0.62491226	0.0010	methodology	methodology/distributed-work.yaml	Who emits the agent heartbeat, and at what interval?
near	methodology	0.8389486	0.71846515	0.1205	methodology	methodology/distributed-work.yaml	What is the token budget for a full in-forge e2e cycle?
near	methodology	0.70938116	0.69738704	0.0120	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	How do I install the tillandsias-plan CLI on a fresh host?
near	methodology	0.68981797	0.6786618	0.0112	methodology	methodology/in-forge-delegation.yaml	What does the output of `tillandsias-plan burndown` look like?
near	methodology	0.715533	0.700739	0.0148	methodology	methodology/multi-host-development.yaml	How do I resolve a Cargo.lock merge conflict between two platform branches?
near	methodology	0.74299085	0.7266305	0.0164	cheatsheet	cheatsheets/runtime/windows-installer-prereqs.md	What is the minimum Windows version supported for a Tillandsias host?
near	methodology	0.797109	0.78494793	0.0122	spec	openspec/specs/macos-native-tray/spec.md	Which macOS version is required for the Virtualization.framework guest?
far	methodology	0.55927354	0.54854214	0.0107	cheatsheet	cheatsheets/build/nix-flake-basics.md	What is the flibber flobber?
far	methodology	0.5532896	0.5532434	0.0000	code	crates/tillandsias-core/src/genus.rs	How many zorptangles fit inside a standard quibnark?
far	methodology	0.5777706	0.57168573	0.0061	code	crates/tillandsias-headless/src/runtime_phase.rs	Does the wumbo-schnitzel protocol support left-handed marmalade mode?
far	methodology	0.6132438	0.60002595	0.0132	spec	openspec/specs/mcp-tool-socket/spec.md	Is a grimsley-blort compatible with a thrunkle socket?
far	methodology	0.5897237	0.5736239	0.0161	cheatsheet	cheatsheets/languages/css.md	How do I center a div horizontally and vertically in CSS?
far	methodology	0.59324384	0.59324384	0.0000	code	crates/tillandsias-headless/src/event_pusher.rs	What's the difference between TCP and UDP?
far	methodology	0.6087966	0.6087322	0.0001	cheatsheet	cheatsheets/utils/psql.md	How do I set up a read replica for a Postgres database on Amazon RDS?
far	methodology	0.58857113	0.5882186	0.0004	methodology	methodology/event/002-user-runtime-lifecycle-refinement.yaml	How do I fine-tune a YOLOv8 object detector on a custom image dataset?
far	methodology	0.605299	0.59356683	0.0117	methodology	methodology/event/017-podman-runtime-blocker.yaml	What's the best way to keep a sourdough starter alive?
far	methodology	0.50202626	0.48775494	0.0143	methodology	methodology/math-foundations.yaml	Who won the 1998 FIFA World Cup?
far	methodology	0.5113092	0.5113092	0.0000	cheatsheet	cheatsheets/runtime/socket-container-health.md	What is the capital of Mongolia?
far	methodology	0.56585515	0.55544394	0.0104	cheatsheet	cheatsheets/utils/podman-secrets.md	What do mitochondria do in a cell?
far	methodology	0.55700845	0.5503829	0.0066	methodology	methodology/event/020-tray-binary-test-discovery.yaml	Write me a haiku about rain on a tin roof.
in	cheatsheets	0.71111465	0.71019953	0.0009	cheatsheet	cheatsheets/agents/claude-code.md	Which Claude model does the forge use by default?
in	cheatsheets	0.6763126	0.67438203	0.0019	cheatsheet	cheatsheets/runtime/opencode-web-launch.md	Two agents both want to start OpenCode on 5173. What do we do?
in	cheatsheets	0.7660603	0.70884186	0.0572	cheatsheet	docs/cheatsheets/openspec-install.md	Can I archive an OpenSpec change while some tasks are still unchecked?
in	cheatsheets	0.736066	0.72772115	0.0083	methodology	methodology/multi-host-development.yaml	which branch does macOS work go on?
in	cheatsheets	0.7101846	0.67750716	0.0327	methodology	methodology/distributed-work.yaml	How long is an agent's lease on a work item good for by default?
in	cheatsheets	0.747723	0.7385928	0.0091	cheatsheet	cheatsheets/concurrent-git/commit-attribution.md	Besides Co-Authored-By, what trailer marks which tool and model produced a commit?
in	cheatsheets	0.74400926	0.7250808	0.0189	cheatsheet	cheatsheets/concurrent-git/git-mirror-enterprise-practices.md	Why didn't we just use Gitea's push mirror instead of writing our own relay?
in	cheatsheets	0.74932647	0.707644	0.0417	cheatsheet	cheatsheets/concurrent-git/plan-discipline.md	What are the three iron rules for writing to plan/?
in	cheatsheets	0.730104	0.71316254	0.0169	spec	openspec/specs/forge-hot-cold-split/spec.md	Which forge paths are RAM-backed, and what size caps do they have?
in	cheatsheets	0.7910101	0.7782344	0.0128	cheatsheet	cheatsheets/runtime/everything-in-forge.md	What kinds of bind mounts is a forge container allowed to have?
in	cheatsheets	0.7682062	0.7451782	0.0230	code	scripts/nix-cache-service.sh	enclave service names and ports?
in	cheatsheets	0.7123851	0.68754315	0.0248	spec	openspec/specs/forge-standalone/spec.md	The forge is missing a tool I need. What am I supposed to do about it?
in	cheatsheets	0.80223966	0.790225	0.0120	cheatsheet	cheatsheets/runtime/forge-standalone-runner.md	What exactly does run-forge-standalone.sh give me?
in	cheatsheets	0.76557136	0.7577323	0.0078	spec	openspec/specs/browser-isolation-tray-integration/spec.md	Before Chromium opens for OpenCode Web, what should the route probes return?
in	cheatsheets	0.7686814	0.700364	0.0683	cheatsheet	cheatsheets/runtime/statusnotifier-tray.md	Which D-Bus interfaces does the Linux tray expose, and is GTK allowed as the backend?
in	cheatsheets	0.7911375	0.7716973	0.0194	spec	openspec/specs/macos-native-tray/spec.md	Why can't `--diagnose` on macOS report live control-wire status?
in	cheatsheets	0.7234055	0.7124236	0.0110	cheatsheet	cheatsheets/runtime/windows-tray-diagnostics.md	How big does the Windows tray log get before it rolls over?
in	cheatsheets	0.7096345	0.6767385	0.0329	cheatsheet	cheatsheets/runtime/ollama-model-management.md	I've got a 6 GB GPU. Which models get pre-pulled and which are lazy?
in	cheatsheets	0.81157225	0.79434836	0.0172	cheatsheet	cheatsheets/runtime/cheatsheet-tier-system.md	What are the three cheatsheet tiers and where does each read its source at runtime?
in	cheatsheets	0.73689836	0.7229851	0.0139	spec	openspec/specs/cheatsheet-source-layer/spec.md	What states does a cheatsheet pass through between being written and being re-verified?
in	cheatsheets	0.70331347	0.6698068	0.0335	cheatsheet	cheatsheets/runtime/forge-localization.md	How does the forge decide which language to greet me in?
in	cheatsheets	0.7510133	0.74844915	0.0026	spec	openspec/specs/linux-native-portable-executable/spec.md	Where does the curl installer put the binary if ~/.local/bin isn't on my PATH?
in	cheatsheets	0.66884947	0.64678246	0.0221	spec	openspec/specs/enclave-network/spec.md	How fast is the enclave supposed to hand control back to the user?
in	cheatsheets	0.7809207	0.7728473	0.0081	cheatsheet	cheatsheets/utils/tillandsias-secrets-architecture.md	Where does Vault store the GitHub token, and how long do the per-container tokens live?
in	cheatsheets	0.73003894	0.7229526	0.0071	cheatsheet	docs/cheatsheets/container-lifecycle.md	How do I completely remove Tillandsias and its leftovers from a Linux box?
in	cheatsheets	0.7008479	0.69977605	0.0011	cheatsheet	cheatsheets/runtime/forge-paths-ephemeral-vs-persistent.md	Which directories inside the forge are read-only image layers versus writable and persisted?
in	cheatsheets	0.69494236	0.6744402	0.0205	cheatsheet	cheatsheets/runtime/agent-startup-skills.md	A repo has three tracked files. Which startup skill does /startup route to?
in	cheatsheets	0.7277257	0.72329867	0.0044	spec	openspec/specs/ci-release/spec.md	What does the release workflow actually publish?
in	cheatsheets	0.7111698	0.69844705	0.0127	cheatsheet	cheatsheets/build/cargo.md	Why does a binary I `cargo install`ed vanish between forge sessions?
in	cheatsheets	0.6729692	0.6665414	0.0064	cheatsheet	cheatsheets/build/cmake.md	Can I build an Android APK in the forge?
in	cheatsheets	0.5618724	0.5614162	0.0005	cheatsheet	cheatsheets/runtime/wslg-chromium-passthrough.md	does rg support lookbehind?
in	cheatsheets	0.7902247	0.75590634	0.0343	cheatsheet	cheatsheets/utils/gh-cli.md	What's the GitHub API rate limit if I haven't run gh auth login?
in	cheatsheets	0.7052152	0.69109726	0.0141	cheatsheet	cheatsheets/utils/jq.md	jq — difference between --arg and --argjson?
in	cheatsheets	0.73078465	0.7271397	0.0036	cheatsheet	cheatsheets/welcome/readme-discipline.md	What two top-level sections must a Tillandsias-managed README have?
in	cheatsheets	0.73644346	0.7019407	0.0345	cheatsheet	cheatsheets/ux/ux-message-budget.md	How many characters can the tray STATUS chip line be?
in	cheatsheets	0.78042954	0.7768747	0.0036	spec	openspec/specs/default-image/spec.md	Where do agents inside the forge find the list of available cheatsheets?
in	cheatsheets	0.7890441	0.77325714	0.0158	cheatsheet	cheatsheets/runtime/cheatsheet-architecture-v2.md	Can I cite my own reasoning about the project as a cheatsheet's provenance?
in	cheatsheets	0.7863242	0.7321436	0.0542	cheatsheet	docs/cheatsheets/verification-levels.md	What does L2 mean in the verification-level framework?
in	cheatsheets	0.7833769	0.7760816	0.0073	cheatsheet	docs/cheatsheets/openspec-methodology.md	Which Rust items are required to carry an @trace annotation?
in	cheatsheets	0.7403402	0.7385745	0.0018	code	scripts/litmus-stdlib.sh	Which litmus helper asserts that a pattern is NOT present in a file?
in	cheatsheets	0.7638729	0.7617923	0.0021	code	scripts/test-opencode-entrypoint-prompt.sh	What Node version does OpenSpec require?
in	cheatsheets	0.73368794	0.7294537	0.0042	cheatsheet	cheatsheets/utils/podman-secrets.md	Where is the GitHub token kept on each operating system?
in	cheatsheets	0.7272501	0.66023624	0.0670	cheatsheet	docs/cheatsheets/secrets-management.md	Where does the git author name and email live — same place as the token?
in	cheatsheets	0.74980706	0.72167164	0.0281	cheatsheet	cheatsheets/utils/git-workflows.md	Is GIT_ASKPASS still part of the credential path?
in	cheatsheets	0.7575224	0.75062513	0.0069	cheatsheet	docs/cheatsheets/windows-bash.md	Calling bash.exe from Rust on Windows says 'No such file or directory' for a C:/... script path. Why?
in	cheatsheets	0.8437834	0.7580089	0.0858	cheatsheet	cheatsheets/architecture/expert-inference-endpoint-contract.md	Why do the enclave DNS aliases stop resolving on Windows and macOS?
in	cheatsheets	0.7053127	0.69935596	0.0060	spec	openspec/specs/tray-menu/spec.md	How many items does the tray menu show at launch?
in	cheatsheets	0.79691595	0.733279	0.0636	spec	openspec/specs/tray-icon-lifecycle/spec.md	What do the different plant shapes on the tray icon mean?
in	cheatsheets	0.7313004	0.69177717	0.0395	cheatsheet	docs/cheatsheets/storage-budget.md	How much disk is the whole enclave stack supposed to need?
in	cheatsheets	0.7800033	0.7251005	0.0549	code	crates/tillandsias-host-shell/src/pty/mod.rs	What are the validation rules for a project name?
in	cheatsheets	0.7940382	0.6982562	0.0958	cheatsheet	docs/cheatsheets/centicolon-dashboard.md	How do I regenerate the convergence dashboard?
in	cheatsheets	0.79665834	0.7303586	0.0663	cheatsheet	docs/cheatsheets/opencode-csp-hash-injection.md	OpenCode's inline theme script gets blocked by CSP. What's our workaround?
in	cheatsheets	0.85258096	0.7575803	0.0950	cheatsheet	docs/cheatsheets/opencode-proxy-egress.md	What's the canonical NO_PROXY value for the forge and inference profiles?
in	cheatsheets	0.7978913	0.7720221	0.0259	cheatsheet	docs/cheatsheets/init-incremental-builds.md	Where does --init track which images already built successfully?
in	cheatsheets	0.7540433	0.7428594	0.0112	cheatsheet	docs/cheatsheets/fedora-minimal-containers.md	Which container images are allowed to be Alpine and which have to be Fedora?
near	cheatsheets	0.66951036	0.66675645	0.0028	cheatsheet	cheatsheets/runtime/container-image-tagging.md	How do I package the Tillandsias enclave as a Helm chart?
near	cheatsheets	0.69307995	0.68256736	0.0105	spec	openspec/specs/podman-idiomatic-patterns/spec.md	Is there a docker-compose.yml for bringing the enclave up locally?
near	cheatsheets	0.70837617	0.70507306	0.0033	spec	openspec/specs/enclave-network/spec.md	Can I export the running enclave to a Kubernetes manifest with `podman generate kube`?
near	cheatsheets	0.65557826	0.65337586	0.0022	methodology	methodology/multi-host-development.yaml	Is there an Ansible playbook for provisioning a new developer host?
near	cheatsheets	0.6749364	0.6683444	0.0066	cheatsheet	cheatsheets/build/validation-ci.md	Where's the Terraform module for the release infrastructure?
near	cheatsheets	0.62804264	0.6233445	0.0047	code	crates/tillandsias-metrics/src/lib.rs	How do I point Prometheus at the enclave and build a Grafana dashboard from it?
near	cheatsheets	0.68109626	0.68081856	0.0003	cheatsheet	cheatsheets/runtime/ephemeral-lifecycle.md	What does the Jenkins pipeline for Tillandsias look like?
near	cheatsheets	0.6745254	0.67045176	0.0041	cheatsheet	cheatsheets/runtime/networking.md	Is emacs available inside the forge?
near	cheatsheets	0.64229476	0.6418913	0.0004	cheatsheet	cheatsheets/runtime/wsl2-provisioning.md	How do I attach gdb or lldb to a hung tray process and get a backtrace?
near	cheatsheets	0.7693785	0.75134605	0.0180	spec	openspec/specs/runtime-logging/spec.md	What's the rotation and retention policy for the external logs under /var/log/tillandsias/external?
near	cheatsheets	0.7370985	0.728292	0.0088	spec	openspec/specs/forge-hot-cold-split/spec.md	What CPU limit do forge containers run with?
near	cheatsheets	0.72683674	0.72674036	0.0001	spec	openspec/specs/tray-menu/spec.md	Are there keyboard shortcuts for the tray menu?
near	cheatsheets	0.7537222	0.7447405	0.0090	code	crates/tillandsias-core/src/genus.rs	How does Tillandsias decide which genus icon a given project gets?
near	cheatsheets	0.6984101	0.6842786	0.0141	spec	openspec/specs/graceful-shutdown/spec.md	How many forge containers can run at the same time on a Linux host?
near	cheatsheets	0.79167676	0.78052586	0.0112	spec	openspec/specs/methodology-accountability/spec.md	What are the required fields of a litmus test YAML — steps, expect, phase, size?
near	cheatsheets	0.81312007	0.7759718	0.0371	methodology	methodology/event/025-litmus-test-sizing-taxonomy.yaml	What does `--size instant` mean, and what other sizes can I pass to run-litmus-test.sh?
near	cheatsheets	0.7885714	0.77336806	0.0152	cheatsheet	cheatsheets/runtime/networking.md	How often does the tillandsias-github-token podman secret get rotated?
near	cheatsheets	0.7424243	0.7224761	0.0199	cheatsheet	cheatsheets/build/build-strategy.md	What licence is Tillandsias itself released under?
near	cheatsheets	0.6328122	0.61585903	0.0170	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does a PR need before it can be merged?
near	cheatsheets	0.7007912	0.6812116	0.0196	spec	openspec/specs/cli-mode/spec.md	What's the minimum supported Rust version for this workspace?
near	cheatsheets	0.6645997	0.66045254	0.0041	cheatsheet	cheatsheets/runtime/macos-tray-diagnostics.md	Walk me through notarizing Tillandsias.app with Apple.
near	cheatsheets	0.68265665	0.67658037	0.0061	spec	openspec/specs/git-mirror-service/spec.md	How do I back up and restore the tillandsias-mirror-<project> volume?
near	cheatsheets	0.6780622	0.6736499	0.0044	spec	openspec/specs/tray-app/spec.md	How do I set which agent the tray launches by default?
near	cheatsheets	0.68925905	0.6867736	0.0025	spec	openspec/specs/default-image/spec.md	What SELinux policy module ships with the forge image?
near	cheatsheets	0.71127594	0.70450974	0.0068	spec	openspec/specs/inference-container/spec.md	How many concurrent requests can the inference container handle before it queues?
near	cheatsheets	0.69114614	0.6755111	0.0156	spec	openspec/specs/cheatsheets-license-tiered/spec.md	Can I turn off cheatsheet-telemetry event emission?
