band	corpus	top1	top2	margin	top1_kind	top1_path	question
in	methodology	0.73905843	0.7364724	0.0026	methodology	methodology/multi-host-development.yaml	Which markdown directories count as canonical rather than intake?
in	methodology	0.7643132	0.74947107	0.0148	spec	openspec/specs/methodology-accountability/spec.md	What claim-strength labels can a methodology claim carry?
in	methodology	0.7884473	0.76603913	0.0224	methodology	methodology/math-foundations.yaml	Do we claim Banach-style contraction convergence?
in	methodology	0.7633162	0.74323535	0.0201	code	crates/tillandsias-podman/src/events.rs	What statuses can an unknown event have?
in	methodology	0.7924204	0.75046855	0.0420	methodology	methodology/mo-full-attestation.yaml	What does the MO-FULL attestation line look like?
in	methodology	0.70730025	0.69339323	0.0139	methodology	methodology/event/032-distributed-work-methodology-refresh.yaml	How many agents can I run in parallel on this host right now?
in	methodology	0.75944877	0.74710995	0.0123	spec	openspec/specs/forge-as-only-runtime/spec.md	Can a forge improvement proposal ask for an extra host directory mount?
in	methodology	0.79040873	0.7675541	0.0229	methodology	methodology/next-forge-better.yaml	How do I tell whether to fix something in the forge or file it for the builder?
in	methodology	0.75966513	0.7354799	0.0242	methodology	methodology/litmus-framework.yaml	Where does the litmus framework put its mock boundary?
in	methodology	0.72040325	0.71720713	0.0032	methodology	methodology/litmus-centicolon-wiring.yaml	Should I work out a packet's residual centicolons by hand?
in	methodology	0.75902843	0.72995514	0.0291	code	scripts/with-tillandsias-builder.sh	What Rust toolchain version is pinned for builds?
in	methodology	0.7182585	0.6881594	0.0301	code	scripts/local-ci.sh	What clippy or rustfmt lint configuration do we enforce beyond -D warnings?
near	methodology	0.68886507	0.668575	0.0203	code	scripts/gate-stamp.sh	Is cargo-audit or cargo-deny run as part of any gate?
near	methodology	0.7277913	0.72183186	0.0060	spec	openspec/specs/spec-traceability/spec.md	What line-coverage percentage must the Rust unit tests reach?
in	methodology	0.7666623	0.7429718	0.0237	cheatsheet	cheatsheets/concurrent-git/branches.md	How many approvals does the linux-next to main PR need before it can merge?
in	methodology	0.71044374	0.6998118	0.0106	methodology	methodology/versioning.yaml	Is there a CODEOWNERS file deciding who reviews methodology changes?
in	methodology	0.8016488	0.76734495	0.0343	cheatsheet	cheatsheets/build/build-strategy.md	What open-source license is Tillandsias itself released under?
in	methodology	0.7186225	0.71775705	0.0009	cheatsheet	cheatsheets/observability/cheatsheet-metrics.md	What are the w1 through w5 weights in the cheatsheet scoring function?
in	methodology	0.796965	0.7427927	0.0542	spec	openspec/specs/forge-hot-cold-split/spec.md	What is the byte limit for total cheatsheet size?
in	methodology	0.7565253	0.7175256	0.0390	code	crates/tillandsias-plan/src/answer.rs	What do the priority ranks p0 through p3 actually mean, and who assigns them?
in	methodology	0.76828915	0.7285663	0.0397	methodology	methodology/distributed-work.yaml	What exact characters are in the alphabet used for the 4-character order-token suffix?
in	methodology	0.702947	0.6851709	0.0178	code	scripts/nix-deps-drv-paths.sh	Which four musl flake outputs have their crane deps closures pinned as GC roots?
in	methodology	0.73120445	0.73036677	0.0008	methodology	methodology/multi-host-development.yaml	What is the naming convention for a hotfix branch?
near	methodology	0.7331699	0.71453524	0.0186	spec	openspec/specs/observability-convergence/spec.md	How many days may a deprecated spec sit before it must be moved to obsolete?
in	methodology	0.6825848	0.6801384	0.0024	methodology	methodology/between-commits-work-discipline.yaml	What time of day does the daily merge-to-main-and-release run?
in	methodology	0.76017785	0.7464465	0.0137	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	Which signing key or certificate is used to sign the release binaries?
in	methodology	0.6877907	0.6857008	0.0021	spec	openspec/specs/update-system/spec.md	Do the macOS release artifacts need Apple notarization, and how is that done?
in	methodology	0.7881938	0.7646584	0.0235	code	scripts/install-windows.ps1	What is the curl one-liner an end user runs to install Tillandsias?
in	methodology	0.7354525	0.7029091	0.0325	code	crates/tillandsias-plan/src/lib.rs	Which embedding model do the on-demand RAG experts use?
in	methodology	0.7277393	0.7134926	0.0142	code	crates/tillandsias-plan/src/lib.rs	What chunk size and overlap do the expert corpora use when indexing?
in	methodology	0.66460115	0.65716743	0.0074	code	images/default/lib-expert-capability.sh	Which vector store backs the expert index?
in	methodology	0.78469497	0.7664911	0.0182	spec	openspec/specs/mcp-on-demand/spec.md	How do I start the forge-plan MCP server by hand if it isn't running?
in	methodology	0.7506827	0.7488709	0.0018	cheatsheet	cheatsheets/agents/openspec.md	What files must an openspec/changes/<id>/ directory contain?
in	methodology	0.8252047	0.78460103	0.0406	cheatsheet	docs/cheatsheets/openspec-install.md	Which command archives an OpenSpec change once implementation is finished?
in	methodology	0.71623963	0.70212996	0.0141	spec	openspec/specs/clickable-trace-index/spec.md	What does ./build.sh --graphs actually produce?
in	methodology	0.7907852	0.7615953	0.0292	cheatsheet	docs/cheatsheets/litmus-stdlib-authoring.md	How do I register a new litmus test so scripts/run-litmus-test.sh picks it up?
in	methodology	0.7761323	0.7561675	0.0200	code	crates/tillandsias-control-wire/src/lib.rs	What are all the control-wire message variants?
in	methodology	0.6555902	0.6506544	0.0049	spec	openspec/specs/host-guest-transport/spec.md	What does the ExecOneShot control-wire operation do?
in	methodology	0.810863	0.7942977	0.0166	spec	openspec/specs/reverse-proxy-internal/spec.md	How does the git-mirror service authenticate to GitHub?
in	methodology	0.791855	0.7872794	0.0046	spec	openspec/specs/tillandsias-vault/spec.md	How is Vault unsealed when the stack comes up?
in	methodology	0.72176623	0.7174201	0.0043	code	images/git/ssh-lane-sidecar.sh	What key algorithm do the per-lane SSH-CA certificates use?
in	methodology	0.73651564	0.7279631	0.0086	code	crates/tillandsias-plan/src/lib.rs	How many packets are currently open in the ledger?
in	methodology	0.5950084	0.58530337	0.0097	methodology	methodology/distributed-work.yaml	What is work order 759 about?
near	methodology	0.7020814	0.69813895	0.0039	code	scripts/test-pre-push-version-guard.sh	What is the current head commit of origin/osx-next?
in	methodology	0.7281453	0.72160894	0.0065	spec	openspec/specs/simplified-tray-ux/spec.md	What is the tray's startup emoji progression, step by step?
near	methodology	0.74761415	0.6478452	0.0998	methodology	methodology/in-forge-delegation.yaml	How many delegates are allowed at ramp stage 1?
in	methodology	0.7746035	0.7461315	0.0285	methodology	methodology/in-forge-delegation.yaml	What telemetry thresholds must be green before the concurrency stage can be lifted?
near	methodology	0.74243	0.7395927	0.0028	methodology	methodology/distributed-work.yaml	How long may a packet stay `blocked` before it must be escalated to the operator?
in	methodology	0.68715817	0.6837327	0.0034	code	crates/tillandsias-headless/src/pty_handler.rs	Who emits the agent heartbeat, and at what interval?
in	methodology	0.83271617	0.71557117	0.1171	methodology	methodology/distributed-work.yaml	What is the token budget for a full in-forge e2e cycle?
in	methodology	0.74132687	0.73513085	0.0062	spec	openspec/specs/opencode-web-session/spec.md	How do I install the tillandsias-plan CLI on a fresh host?
in	methodology	0.72384745	0.70827764	0.0156	code	crates/tillandsias-plan/src/main.rs	What does the output of `tillandsias-plan burndown` look like?
in	methodology	0.715515	0.7143553	0.0012	methodology	methodology/multi-host-development.yaml	How do I resolve a Cargo.lock merge conflict between two platform branches?
in	methodology	0.787533	0.7533775	0.0342	cheatsheet	cheatsheets/runtime/windows-installer-prereqs.md	What is the minimum Windows version supported for a Tillandsias host?
in	methodology	0.837712	0.80679876	0.0309	spec	openspec/specs/macos-native-tray/spec.md	Which macOS version is required for the Virtualization.framework guest?
far	methodology	0.5594342	0.54960537	0.0098	code	crates/tillandsias-control-wire/src/lib.rs	What is the flibber flobber?
far	methodology	0.59080833	0.58665985	0.0041	code	crates/tillandsias-core/src/config.rs	How many zorptangles fit inside a standard quibnark?
far	methodology	0.58791757	0.58164537	0.0063	code	crates/tillandsias-headless/src/runtime_phase.rs	Does the wumbo-schnitzel protocol support left-handed marmalade mode?
far	methodology	0.60855025	0.6081959	0.0004	spec	openspec/specs/mcp-tool-socket/spec.md	Is a grimsley-blort compatible with a thrunkle socket?
far	methodology	0.650022	0.64686054	0.0032	cheatsheet	cheatsheets/languages/html.md	How do I center a div horizontally and vertically in CSS?
far	methodology	0.6569108	0.65650284	0.0004	cheatsheet	cheatsheets/runtime/container-health-checks.md	What's the difference between TCP and UDP?
far	methodology	0.642876	0.64255184	0.0003	cheatsheet	cheatsheets/languages/sql.md	How do I set up a read replica for a Postgres database on Amazon RDS?
far	methodology	0.6151848	0.606806	0.0084	code	crates/tillandsias-host-shell/src/scanner.rs	How do I fine-tune a YOLOv8 object detector on a custom image dataset?
far	methodology	0.63424	0.63224804	0.0020	code	crates/tillandsias-podman/src/client.rs	What's the best way to keep a sourdough starter alive?
far	methodology	0.53110677	0.515899	0.0152	code	crates/tillandsias-headless/src/agent_result.rs	Who won the 1998 FIFA World Cup?
far	methodology	0.5406478	0.5365032	0.0041	code	scripts/mo-full-attest.sh	What is the capital of Mongolia?
far	methodology	0.5924443	0.59060717	0.0018	spec	openspec/specs/chromium-safe-variant/spec.md	What do mitochondria do in a cell?
far	methodology	0.5879048	0.58681995	0.0011	methodology	methodology/event/022-phase-4-litmus-tests-complete.yaml	Write me a haiku about rain on a tin roof.
in	cheatsheets	0.7618475	0.73706985	0.0248	code	images/default/lib-common.sh	Which Claude model does the forge use by default?
in	cheatsheets	0.7094433	0.7090348	0.0004	cheatsheet	cheatsheets/agents/opencode.md	Two agents both want to start OpenCode on 5173. What do we do?
in	cheatsheets	0.75495344	0.7328633	0.0221	spec	openspec/specs/versioning/spec.md	Can I archive an OpenSpec change while some tasks are still unchecked?
in	cheatsheets	0.7702	0.7559146	0.0143	methodology	methodology/multi-host-development.yaml	which branch does macOS work go on?
in	cheatsheets	0.7528769	0.70629096	0.0466	methodology	methodology/distributed-work.yaml	How long is an agent's lease on a work item good for by default?
in	cheatsheets	0.8142249	0.7823501	0.0319	cheatsheet	cheatsheets/concurrent-git/commit-attribution.md	Besides Co-Authored-By, what trailer marks which tool and model produced a commit?
in	cheatsheets	0.75331706	0.7339249	0.0194	cheatsheet	cheatsheets/concurrent-git/git-mirror-managed-alternatives.md	Why didn't we just use Gitea's push mirror instead of writing our own relay?
in	cheatsheets	0.80532396	0.7537226	0.0516	cheatsheet	cheatsheets/concurrent-git/plan-discipline.md	What are the three iron rules for writing to plan/?
in	cheatsheets	0.7594857	0.74415904	0.0153	spec	openspec/specs/forge-hot-cold-split/spec.md	Which forge paths are RAM-backed, and what size caps do they have?
in	cheatsheets	0.81516165	0.7956183	0.0195	cheatsheet	cheatsheets/runtime/everything-in-forge.md	What kinds of bind mounts is a forge container allowed to have?
in	cheatsheets	0.7746745	0.7658269	0.0088	code	scripts/nix-cache-service.sh	enclave service names and ports?
in	cheatsheets	0.74432456	0.73827374	0.0061	methodology	methodology/distributed-work.yaml	The forge is missing a tool I need. What am I supposed to do about it?
in	cheatsheets	0.7820956	0.7702528	0.0118	cheatsheet	cheatsheets/runtime/forge-standalone-runner.md	What exactly does run-forge-standalone.sh give me?
in	cheatsheets	0.8170202	0.7866307	0.0304	spec	openspec/specs/browser-isolation-tray-integration/spec.md	Before Chromium opens for OpenCode Web, what should the route probes return?
in	cheatsheets	0.78332376	0.7179011	0.0654	cheatsheet	cheatsheets/runtime/statusnotifier-tray.md	Which D-Bus interfaces does the Linux tray expose, and is GTK allowed as the backend?
in	cheatsheets	0.83083916	0.7697793	0.0611	spec	openspec/specs/macos-native-tray/spec.md	Why can't `--diagnose` on macOS report live control-wire status?
in	cheatsheets	0.7757089	0.76127756	0.0144	cheatsheet	cheatsheets/runtime/windows-tray-diagnostics.md	How big does the Windows tray log get before it rolls over?
in	cheatsheets	0.7289918	0.7206307	0.0084	code	images/inference/preload-policy.sh	I've got a 6 GB GPU. Which models get pre-pulled and which are lazy?
in	cheatsheets	0.79736745	0.79322845	0.0041	spec	openspec/specs/cheatsheets-license-tiered/spec.md	What are the three cheatsheet tiers and where does each read its source at runtime?
in	cheatsheets	0.7711754	0.74134034	0.0298	spec	openspec/specs/cheatsheet-source-layer/spec.md	What states does a cheatsheet pass through between being written and being re-verified?
in	cheatsheets	0.72111547	0.7064052	0.0147	cheatsheet	cheatsheets/runtime/forge-localization.md	How does the forge decide which language to greet me in?
in	cheatsheets	0.771371	0.7516816	0.0197	spec	openspec/specs/linux-native-portable-executable/spec.md	Where does the curl installer put the binary if ~/.local/bin isn't on my PATH?
in	cheatsheets	0.70910996	0.70610654	0.0030	cheatsheet	cheatsheets/runtime/socket-enclave-diagnostics.md	How fast is the enclave supposed to hand control back to the user?
in	cheatsheets	0.8004549	0.79215837	0.0083	cheatsheet	cheatsheets/utils/tillandsias-secrets-architecture.md	Where does Vault store the GitHub token, and how long do the per-container tokens live?
in	cheatsheets	0.7546925	0.74520415	0.0095	code	scripts/install.sh	How do I completely remove Tillandsias and its leftovers from a Linux box?
in	cheatsheets	0.7411405	0.7288523	0.0123	code	images/default/lib-common.sh	Which directories inside the forge are read-only image layers versus writable and persisted?
in	cheatsheets	0.7303364	0.7221959	0.0081	cheatsheet	cheatsheets/runtime/agent-startup-skills.md	A repo has three tracked files. Which startup skill does /startup route to?
in	cheatsheets	0.74110883	0.7300986	0.0110	spec	openspec/specs/ci-release/spec.md	What does the release workflow actually publish?
in	cheatsheets	0.749334	0.72889334	0.0204	cheatsheet	cheatsheets/build/cargo.md	Why does a binary I `cargo install`ed vanish between forge sessions?
in	cheatsheets	0.70363796	0.69887364	0.0048	spec	openspec/specs/default-image/spec.md	Can I build an Android APK in the forge?
in	cheatsheets	0.6098054	0.6032693	0.0065	cheatsheet	cheatsheets/utils/rg-fd-search.md	does rg support lookbehind?
in	cheatsheets	0.8459144	0.81151235	0.0344	cheatsheet	cheatsheets/utils/gh-cli.md	What's the GitHub API rate limit if I haven't run gh auth login?
in	cheatsheets	0.7482122	0.71294194	0.0353	cheatsheet	cheatsheets/utils/jq.md	jq — difference between --arg and --argjson?
in	cheatsheets	0.81177557	0.7769127	0.0349	cheatsheet	cheatsheets/welcome/readme-discipline.md	What two top-level sections must a Tillandsias-managed README have?
in	cheatsheets	0.7740976	0.77090055	0.0032	cheatsheet	cheatsheets/ux/ux-message-budget.md	How many characters can the tray STATUS chip line be?
in	cheatsheets	0.8179665	0.8147752	0.0032	code	images/default/config-overlay/shell-helpers.sh	Where do agents inside the forge find the list of available cheatsheets?
in	cheatsheets	0.82293946	0.8172444	0.0057	cheatsheet	cheatsheets/TEMPLATE.md	Can I cite my own reasoning about the project as a cheatsheet's provenance?
in	cheatsheets	0.8137829	0.75130624	0.0625	cheatsheet	docs/cheatsheets/verification-levels.md	What does L2 mean in the verification-level framework?
in	cheatsheets	0.7922676	0.7684115	0.0239	spec	openspec/specs/spec-traceability/spec.md	Which Rust items are required to carry an @trace annotation?
in	cheatsheets	0.7441187	0.7339579	0.0102	code	scripts/litmus-stdlib.sh	Which litmus helper asserts that a pattern is NOT present in a file?
in	cheatsheets	0.76323324	0.73594505	0.0273	cheatsheet	docs/cheatsheets/forge-launch-critical-path.md	What Node version does OpenSpec require?
in	cheatsheets	0.76258075	0.760277	0.0023	cheatsheet	docs/cheatsheets/os-vault-credentials.md	Where is the GitHub token kept on each operating system?
in	cheatsheets	0.770045	0.73653865	0.0335	cheatsheet	docs/cheatsheets/secrets-management.md	Where does the git author name and email live — same place as the token?
in	cheatsheets	0.7775757	0.76516086	0.0124	cheatsheet	cheatsheets/concurrent-git/git-mirror-enterprise-practices.md	Is GIT_ASKPASS still part of the credential path?
in	cheatsheets	0.80137825	0.78110737	0.0203	cheatsheet	docs/cheatsheets/windows-bash.md	Calling bash.exe from Rust on Windows says 'No such file or directory' for a C:/... script path. Why?
in	cheatsheets	0.7652943	0.7432076	0.0221	code	crates/tillandsias-headless/src/main.rs	Why do the enclave DNS aliases stop resolving on Windows and macOS?
in	cheatsheets	0.7519712	0.7359822	0.0160	spec	openspec/specs/tray-ux/spec.md	How many items does the tray menu show at launch?
in	cheatsheets	0.81117076	0.73126686	0.0799	spec	openspec/specs/tray-icon-lifecycle/spec.md	What do the different plant shapes on the tray icon mean?
in	cheatsheets	0.7981917	0.693542	0.1046	cheatsheet	docs/cheatsheets/storage-budget.md	How much disk is the whole enclave stack supposed to need?
in	cheatsheets	0.8001473	0.76629037	0.0339	code	crates/tillandsias-host-shell/src/pty/mod.rs	What are the validation rules for a project name?
in	cheatsheets	0.77139723	0.7528741	0.0185	cheatsheet	docs/cheatsheets/centicolon-dashboard.md	How do I regenerate the convergence dashboard?
in	cheatsheets	0.8175427	0.7960004	0.0215	cheatsheet	docs/cheatsheets/opencode-csp-hash-injection.md	OpenCode's inline theme script gets blocked by CSP. What's our workaround?
in	cheatsheets	0.8394222	0.78442204	0.0550	cheatsheet	docs/cheatsheets/opencode-proxy-egress.md	What's the canonical NO_PROXY value for the forge and inference profiles?
in	cheatsheets	0.7941246	0.7902386	0.0039	cheatsheet	docs/cheatsheets/init-incremental-builds.md	Where does --init track which images already built successfully?
in	cheatsheets	0.7763252	0.77623856	0.0001	cheatsheet	docs/cheatsheets/fedora-minimal-containers.md	Which container images are allowed to be Alpine and which have to be Fedora?
in	cheatsheets	0.74615383	0.73961717	0.0065	cheatsheet	cheatsheets/runtime/enclave-startup-sequencing.md	How do I package the Tillandsias enclave as a Helm chart?
in	cheatsheets	0.7085212	0.70600355	0.0025	spec	openspec/specs/podman-idiomatic-patterns/spec.md	Is there a docker-compose.yml for bringing the enclave up locally?
in	cheatsheets	0.7217726	0.71972024	0.0021	spec	openspec/specs/enclave-network/spec.md	Can I export the running enclave to a Kubernetes manifest with `podman generate kube`?
in	cheatsheets	0.67908937	0.6743318	0.0048	spec	openspec/specs/proxy-container/spec.md	Is there an Ansible playbook for provisioning a new developer host?
in	cheatsheets	0.6720702	0.66119415	0.0109	cheatsheet	cheatsheets/build/validation-ci.md	Where's the Terraform module for the release infrastructure?
in	cheatsheets	0.64685714	0.6334675	0.0134	cheatsheet	docs/cheatsheets/git-mirror-lifecycle-audit.md	How do I point Prometheus at the enclave and build a Grafana dashboard from it?
in	cheatsheets	0.7149462	0.7100198	0.0049	cheatsheet	cheatsheets/runtime/forge-container.md	Is emacs available inside the forge?
near	cheatsheets	0.6607749	0.6431714	0.0176	cheatsheet	docs/cheatsheets/cache-semantics-implementation.md	How do I attach gdb or lldb to a hung tray process and get a backtrace?
in	cheatsheets	0.797837	0.7779189	0.0199	cheatsheet	cheatsheets/observability/cheatsheet-metrics.md	What's the rotation and retention policy for the external logs under /var/log/tillandsias/external?
in	cheatsheets	0.78994554	0.7865051	0.0034	spec	openspec/specs/forge-cache-dual/spec.md	What CPU limit do forge containers run with?
in	cheatsheets	0.71199167	0.7110174	0.0010	code	crates/tillandsias-headless/src/main.rs	Are there keyboard shortcuts for the tray menu?
in	cheatsheets	0.7933013	0.77515817	0.0181	code	crates/tillandsias-core/src/genus.rs	How does Tillandsias decide which genus icon a given project gets?
in	cheatsheets	0.7938219	0.77603084	0.0178	spec	openspec/specs/methodology-accountability/spec.md	What are the required fields of a litmus test YAML — steps, expect, phase, size?
in	cheatsheets	0.8212327	0.8019457	0.0193	methodology	methodology/event/025-litmus-test-sizing-taxonomy.yaml	What does `--size instant` mean, and what other sizes can I pass to run-litmus-test.sh?
in	cheatsheets	0.799782	0.7973603	0.0024	spec	openspec/specs/podman-secrets-integration/spec.md	How often does the tillandsias-github-token podman secret get rotated?
in	cheatsheets	0.7714265	0.73968357	0.0317	cheatsheet	cheatsheets/build/build-strategy.md	What licence is Tillandsias itself released under?
in	cheatsheets	0.68805414	0.65650225	0.0316	cheatsheet	cheatsheets/concurrent-git/git-mirror-managed-alternatives.md	How many approvals does a PR need before it can be merged?
in	cheatsheets	0.7307533	0.71571374	0.0150	cheatsheet	cheatsheets/runtime/windows-native-dev-build.md	What's the minimum supported Rust version for this workspace?
in	cheatsheets	0.7246045	0.7187411	0.0059	cheatsheet	cheatsheets/runtime/macos-tray-diagnostics.md	Walk me through notarizing Tillandsias.app with Apple.
in	cheatsheets	0.73443234	0.7261625	0.0083	cheatsheet	docs/cheatsheets/git-mirror-lifecycle-audit.md	How do I back up and restore the tillandsias-mirror-<project> volume?
in	cheatsheets	0.7491614	0.74854785	0.0006	spec	openspec/specs/forge-as-only-runtime/spec.md	How do I set which agent the tray launches by default?
in	cheatsheets	0.6916116	0.6870572	0.0046	cheatsheet	cheatsheets/test/selenium.md	What SELinux policy module ships with the forge image?
in	cheatsheets	0.7285793	0.7150841	0.0135	spec	openspec/specs/cheatsheets-license-tiered/spec.md	Can I turn off cheatsheet-telemetry event emission?
in	cheatsheets	0.7627699	0.7318826	0.0309	cheatsheet	cheatsheets/runtime/windows-tray-diagnostics.md	Where does the Linux tray write its log file?
in	cheatsheets	0.7845344	0.7544765	0.0301	methodology	methodology/distributed-work.yaml	What fields does an entry in plan/index.yaml have?
in	cheatsheets	0.72569686	0.709658	0.0160	code	scripts/test-check-carry-forward.sh	What's the current Direction, and which packet should I pick up next?
in	cheatsheets	0.8219121	0.7797133	0.0422	methodology	methodology/multi-host-development.yaml	What exactly does methodology's pull_merge_cadence.pre_push_gate require?
in	cheatsheets	0.8489789	0.7994538	0.0495	code	images/default/lib-common.sh	Show me the implementation of rewrite_origin_for_enclave_push().
in	cheatsheets	0.80540437	0.7748828	0.0305	cheatsheet	docs/cheatsheets/cache-semantics-implementation.md	What are the acceptance criteria in openspec/specs/forge-as-only-runtime/spec.md?
in	cheatsheets	0.7329146	0.72794306	0.0050	cheatsheet	cheatsheets/agents/openspec.md	Which headings must a design.md contain for `openspec validate` to pass?
in	cheatsheets	0.7170452	0.7097083	0.0073	cheatsheet	docs/cheatsheets/mitm-proxy-design.md	Is there mTLS between the enclave containers?
in	cheatsheets	0.7394421	0.73906726	0.0004	cheatsheet	docs/cheatsheets/windows-networking.md	Does the enclave network support IPv6?
in	cheatsheets	0.7039206	0.694966	0.0090	cheatsheet	docs/cheatsheets/enclave-architecture.md	Can I install and run Tillandsias on a machine with no internet at all?
in	cheatsheets	0.702569	0.69853383	0.0040	cheatsheet	docs/cheatsheets/windows-networking.md	Can two user accounts on the same machine share one enclave?
